voxel_x,voxel_y,voxel_z,center_x,center_y,center_z,mean_x,mean_y,mean_z,first_seen_time,last_seen_time,lifespan_sec,total_point_hits,observed_frames,active_time_bins
-20,-9,-1,-9.750000000,-4.250000000,-0.250000000,-9.665487289,-4.465433598,-0.483452797,1658137042.524814606,1658137042.524814606,0.000000000,1,1,1
-19,-8,-5,-9.250000000,-3.750000000,-2.250000000,-9.192234993,-3.571154833,-2.394236803,1658137043.024902582,1658137043.024902582,0.000000000,1,1,1
-13,-29,1,-6.250000000,-14.250000000,0.750000000,-6.316733837,-14.095426559,0.901922822,1658137044.724828005,1658137044.724828005,0.000000000,1,1,1
-13,-28,3,-6.250000000,-13.750000000,1.750000000,-6.362747431,-13.913172245,1.710951090,1658137044.824914217,1658137044.824914217,0.000000000,2,1,1
-12,-29,-1,-5.750000000,-14.250000000,-0.250000000,-5.553381920,-14.166864395,-0.063357651,1658137044.324722767,1658137044.324722767,0.000000000,1,1,1
-12,-29,0,-5.750000000,-14.250000000,0.250000000,-5.548259735,-14.068256855,0.081321392,1658137044.224855900,1658137044.524908304,0.300052404,2,2,1
-12,-28,1,-5.750000000,-13.750000000,0.750000000,-5.567021608,-13.947187424,0.766541839,1658137043.924834490,1658137044.724828005,0.799993515,2,2,1
-12,-28,3,-5.750000000,-13.750000000,1.750000000,-5.612702370,-13.714775085,1.859771609,1658137044.024915218,1658137044.024915218,0.000000000,1,1,1
-12,-28,4,-5.750000000,-13.750000000,2.250000000,-5.549428940,-13.678472519,2.399830818,1658137043.924834490,1658137043.924834490,0.000000000,1,1,1
-12,-28,5,-5.750000000,-13.750000000,2.750000000,-5.593801260,-13.565937996,2.863387227,1658137044.324722767,1658137044.524908304,0.200185537,2,2,1
-12,-27,6,-5.750000000,-13.250000000,3.250000000,-5.630714178,-13.448953152,3.314406514,1658137044.124754429,1658137044.324722767,0.199968338,2,2,1
-12,-27,7,-5.750000000,-13.250000000,3.750000000,-5.537651539,-13.359159470,3.744393229,1658137044.024915218,1658137044.524908304,0.499993086,2,2,1
-12,-27,8,-5.750000000,-13.250000000,4.250000000,-5.636894544,-13.290585359,4.205735842,1658137044.024915218,1658137044.624745369,0.599830151,6,6,1
-12,-27,9,-5.750000000,-13.250000000,4.750000000,-5.636997382,-13.178020954,4.716262897,1658137044.024915218,1658137044.624745369,0.599830151,6,4,1
-12,-27,10,-5.750000000,-13.250000000,5.250000000,-5.575162888,-13.081171354,5.358088175,1658137044.324722767,1658137044.524908304,0.200185537,3,3,1
-12,-27,11,-5.750000000,-13.250000000,5.750000000,-5.549526215,-13.014085770,5.692035198,1658137044.724828005,1658137044.724828005,0.000000000,1,1,1
-12,-26,11,-5.750000000,-12.750000000,5.750000000,-5.736097336,-12.953019460,5.659924666,1658137044.224855900,1658137044.724828005,0.499972105,3,2,1
-12,-26,12,-5.750000000,-12.750000000,6.250000000,-5.580671072,-12.877315760,6.270581007,1658137044.124754429,1658137044.824914217,0.700159788,4,4,1
-11,-30,-9,-5.250000000,-14.750000000,-4.250000000,-5.140564442,-14.987556458,-4.103481293,1658137044.824914217,1658137044.824914217,0.000000000,1,1,1
-11,-30,-8,-5.250000000,-14.750000000,-3.750000000,-5.178705215,-14.913939953,-3.854204893,1658137044.324722767,1658137044.524908304,0.200185537,2,2,1
-11,-30,-7,-5.250000000,-14.750000000,-3.250000000,-5.144974868,-14.828467369,-3.304903348,1658137044.324722767,1658137044.824914217,0.500191450,3,3,1
-11,-30,-6,-5.250000000,-14.750000000,-2.750000000,-5.298508763,-14.659188986,-2.727226317,1658137043.924834490,1658137044.524908304,0.600073814,4,3,1
-11,-30,-5,-5.250000000,-14.750000000,-2.250000000,-5.299810069,-14.616781507,-2.316563538,1658137044.224855900,1658137044.824914217,0.600058317,7,6,1
-11,-30,-4,-5.250000000,-14.750000000,-1.750000000,-5.342564297,-14.534630394,-1.798590350,1658137044.024915218,1658137044.824914217,0.799998999,5,5,1
-11,-29,-4,-5.250000000,-14.250000000,-1.750000000,-5.276369691,-14.414268017,-1.618568748,1658137044.124754429,1658137044.824914217,0.700159788,4,4,1
-11,-29,-3,-5.250000000,-14.250000000,-1.250000000,-5.231803513,-14.439473534,-1.368250561,1658137043.824754000,1658137044.424809933,0.600055933,5,5,1
-11,-29,-2,-5.250000000,-14.250000000,-0.750000000,-5.304697116,-14.286568006,-0.781031996,1658137043.824754000,1658137044.724828005,0.900074005,6,6,1
-11,-29,-1,-5.250000000,-14.250000000,-0.250000000,-5.307968330,-14.201276302,-0.316822403,1658137043.824754000,1658137044.624745369,0.799991369,10,7,1
-11,-29,0,-5.250000000,-14.250000000,0.250000000,-5.345299108,-14.075341906,0.262077982,1658137043.824754000,1658137044.824914217,1.000160217,7,6,1
-11,-29,1,-5.250000000,-14.250000000,0.750000000,-5.346869946,-14.017899513,0.525729895,1658137043.924834490,1658137043.924834490,0.000000000,1,1,1
-11,-28,1,-5.250000000,-13.750000000,0.750000000,-5.383261998,-13.992047946,0.710543195,1658137044.024915218,1658137044.624745369,0.599830151,3,3,1
-11,-28,2,-5.250000000,-13.750000000,1.250000000,-5.343980134,-13.874542713,1.264807478,1658137043.924834490,1658137044.424809933,0.499975443,8,6,1
-11,-28,3,-5.250000000,-13.750000000,1.750000000,-5.372403213,-13.766070775,1.770515306,1658137044.024915218,1658137044.824914217,0.799998999,7,5,1
-11,-28,4,-5.250000000,-13.750000000,2.250000000,-5.399458647,-13.686968962,2.215187073,1658137043.924834490,1658137044.724828005,0.799993515,6,6,1
-11,-28,5,-5.250000000,-13.750000000,2.750000000,-5.381956577,-13.600884247,2.722268248,1658137044.024915218,1658137044.524908304,0.499993086,5,4,1
-11,-28,6,-5.250000000,-13.750000000,3.250000000,-5.396925608,-13.524157206,3.182920297,1658137043.924834490,1658137044.724828005,0.799993515,3,3,1
-11,-27,6,-5.250000000,-13.250000000,3.250000000,-5.436131477,-13.474541664,3.332128048,1658137043.924834490,1658137044.724828005,0.799993515,2,2,1
-11,-27,7,-5.250000000,-13.250000000,3.750000000,-5.459815025,-13.361835098,3.839703274,1658137044.124754429,1658137044.824914217,0.700159788,5,4,1
-11,-27,9,-5.250000000,-13.250000000,4.750000000,-5.467251778,-13.200681686,4.610049248,1658137044.124754429,1658137044.124754429,0.000000000,1,1,1
-11,-27,10,-5.250000000,-13.250000000,5.250000000,-5.498611450,-13.052632809,5.238532782,1658137044.024915218,1658137044.124754429,0.099839211,2,2,1
-10,-18,-10,-4.750000000,-8.750000000,-4.750000000,-4.812082450,-8.542350451,-4.577988784,1658137042.124760151,1658137044.124754429,1.999994278,3,3,1
