voxel_x,voxel_y,voxel_z,center_x,center_y,center_z,mean_x,mean_y,mean_z,first_seen_time,last_seen_time,lifespan_sec,total_point_hits,observed_frames,active_time_bins
-10,-17,-10,-4.750000000,-8.250000000,-4.750000000,-4.772492297,-8.311334515,-4.645098972,1658137041.624929428,1658137044.824914217,3.199984789,30,22,1
-10,-17,-9,-4.750000000,-8.250000000,-4.250000000,-4.713339112,-8.228547241,-4.388519316,1658137041.424759150,1658137044.624745369,3.199986219,33,23,1
-10,-17,-4,-4.750000000,-8.250000000,-1.750000000,-4.836941719,-8.253670692,-1.662147284,1658137042.224861860,1658137042.224861860,0.000000000,1,1,1
-10,-16,-11,-4.750000000,-7.750000000,-5.250000000,-4.540771590,-7.650108470,-5.239727947,1658137041.524841309,1658137044.124754429,2.599913120,18,12,1
-10,-16,-10,-4.750000000,-7.750000000,-4.750000000,-4.563488166,-7.915926615,-4.741145929,1658137042.624909639,1658137044.724828005,2.099918365,3,3,1
-10,-16,-9,-4.750000000,-7.750000000,-4.250000000,-4.668309271,-7.938801944,-4.392041266,1658137041.524841309,1658137044.824914217,3.300072908,8,8,1
-10,-16,-8,-4.750000000,-7.750000000,-3.750000000,-4.646339238,-7.600636542,-3.593440011,1658137041.224772692,1658137044.824914217,3.600141525,16,14,1
-10,-16,-7,-4.750000000,-7.750000000,-3.250000000,-4.695660247,-7.669967678,-3.428941197,1658137041.224772692,1658137044.224855900,3.000083208,18,16,1
-10,-15,-9,-4.750000000,-7.250000000,-4.250000000,-4.515522957,-7.478465080,-4.065067291,1658137042.824854851,1658137042.824854851,0.000000000,1,1,1
-10,-15,-8,-4.750000000,-7.250000000,-3.750000000,-4.574535370,-7.481273651,-3.710341612,1658137044.024915218,1658137044.724828005,0.699912786,3,3,1
-10,-15,-7,-4.750000000,-7.250000000,-3.250000000,-4.571351596,-7.414369174,-3.446989502,1658137041.924714327,1658137044.624745369,2.700031042,7,6,1
-10,-15,-5,-4.750000000,-7.250000000,-2.250000000,-4.529754639,-7.236360550,-2.209924698,1658137040.924866199,1658137040.924866199,0.000000000,1,1,1
-10,-14,-8,-4.750000000,-6.750000000,-3.750000000,-4.518570900,-6.840281010,-3.525557995,1658137040.924866199,1658137040.924866199,0.000000000,1,1,1
-10,-14,-5,-4.750000000,-6.750000000,-2.250000000,-4.543017864,-6.958262126,-2.162033637,1658137041.824869633,1658137044.124754429,2.299884796,3,2,1
-10,-14,-4,-4.750000000,-6.750000000,-1.750000000,-4.504490852,-6.943546295,-1.685483694,1658137040.924866199,1658137040.924866199,0.000000000,1,1,1
-9,-19,-6,-4.250000000,-9.250000000,-2.750000000,-4.031491915,-9.053760211,-2.760819594,1658137041.524841309,1658137042.524814606,0.999973297,3,3,1
-9,-18,-9,-4.250000000,-8.750000000,-4.250000000,-4.118423849,-8.634084821,-4.297325999,1658137041.624929428,1658137044.624745369,2.999815941,16,13,1
-9,-18,-8,-4.250000000,-8.750000000,-3.750000000,-4.165205717,-8.550266027,-3.546128452,1658137041.324922085,1658137044.324722767,2.999800682,4,4,1
-9,-18,-7,-4.250000000,-8.750000000,-3.250000000,-4.298142115,-8.543086688,-3.478332202,1658137043.424738884,1658137044.524908304,1.100169420,3,3,1
-9,-17,-10,-4.250000000,-8.250000000,-4.750000000,-4.288990021,-8.094969511,-4.650724888,1658137042.524814606,1658137044.624745369,2.099930763,4,4,1
-9,-17,-9,-4.250000000,-8.250000000,-4.250000000,-4.233853900,-8.299612336,-4.295889751,1658137041.424759150,1658137044.624745369,3.199986219,23,19,1
-9,-17,-8,-4.250000000,-8.250000000,-3.750000000,-4.233067354,-8.356109540,-3.564582566,1658137041.624929428,1658137044.724828005,3.099898577,12,11,1
-9,-17,-7,-4.250000000,-8.250000000,-3.250000000,-4.233040076,-8.327561599,-3.417964403,1658137041.424759150,1658137044.724828005,3.300068855,13,10,1
-9,-17,-5,-4.250000000,-8.250000000,-2.250000000,-4.178538640,-8.035036405,-2.050292929,1658137040.924866199,1658137044.624745369,3.699879169,6,5,1
-9,-17,-4,-4.250000000,-8.250000000,-1.750000000,-4.153833289,-8.057279537,-1.702439729,1658137040.924866199,1658137044.824914217,3.900048018,19,16,1
-9,-17,-3,-4.250000000,-8.250000000,-1.250000000,-4.146242142,-8.121454239,-1.421831608,1658137041.424759150,1658137041.424759150,0.000000000,1,1,1
-9,-16,-11,-4.250000000,-7.750000000,-5.250000000,-4.336781351,-7.598955631,-5.216306611,1658137041.424759150,1658137044.024915218,2.600156069,19,14,1
-9,-16,-10,-4.250000000,-7.750000000,-4.750000000,-4.226756246,-7.734955093,-4.735452134,1658137041.224772692,1658137044.824914217,3.600141525,35,24,1
-9,-16,-9,-4.250000000,-7.750000000,-4.250000000,-4.272258169,-7.713938186,-4.306560240,1658137041.224772692,1658137044.824914217,3.600141525,38,27,1
-9,-16,-8,-4.250000000,-7.750000000,-3.750000000,-4.232509096,-7.745078988,-3.756513649,1658137041.024715185,1658137044.624745369,3.600030184,36,22,1
-9,-16,-7,-4.250000000,-7.750000000,-3.250000000,-4.319462736,-7.756236593,-3.434906721,1658137041.124927521,1658137044.224855900,3.099928379,12,10,1
-9,-16,-6,-4.250000000,-7.750000000,-2.750000000,-4.069045305,-7.639636517,-2.645567775,1658137041.024715185,1658137041.024715185,0.000000000,2,1,1
-9,-16,-5,-4.250000000,-7.750000000,-2.250000000,-4.173135192,-7.842069485,-2.127070674,1658137041.024715185,1658137044.824914217,3.800199032,27,23,1
-9,-16,-4,-4.250000000,-7.750000000,-1.750000000,-4.153586062,-7.800469852,-1.757868374,1658137040.724930048,1658137044.824914217,4.099984169,41,35,1
-9,-16,-3,-4.250000000,-7.750000000,-1.250000000,-4.111348152,-7.565451622,-1.244579911,1658137040.724930048,1658137040.724930048,0.000000000,1,1,1
-9,-15,-11,-4.250000000,-7.250000000,-5.250000000,-4.226436225,-7.444441709,-5.201417143,1658137041.324922085,1658137044.824914217,3.499992132,11,11,1
-9,-15,-10,-4.250000000,-7.250000000,-4.750000000,-4.090551150,-7.258855544,-4.786793910,1658137041.124927521,1658137044.824914217,3.699986696,19,14,1
-9,-15,-9,-4.250000000,-7.250000000,-4.250000000,-4.166590261,-7.360999799,-4.194069958,1658137041.324922085,1658137044.224855900,2.899933815,20,15,1
-9,-15,-8,-4.250000000,-7.250000000,-3.750000000,-4.279507224,-7.309764433,-3.774591748,1658137041.024715185,1658137044.824914217,3.800199032,30,23,1
-9,-15,-7,-4.250000000,-7.250000000,-3.250000000,-4.456104636,-7.396156430,-3.436085403,1658137042.824854851,1658137044.624745369,1.799890518,4,4,1
-9,-15,-6,-4.250000000,-7.250000000,-2.750000000,-4.082374096,-7.237833182,-2.634470638,1658137040.724930048,1658137044.324722767,3.599792719,15,14,1
-9,-15,-5,-4.250000000,-7.250000000,-2.250000000,-4.159780741,-7.149693145,-2.316774646,1658137040.624824524,1658137044.824914217,4.200089693,36,30,1
-9,-15,-4,-4.250000000,-7.250000000,-1.750000000,-4.193190438,-7.200783525,-1.816678269,1658137040.624824524,1658137043.224834442,2.600009918,14,11,1
-9,-15,-3,-4.250000000,-7.250000000,-1.250000000,-4.100056347,-7.223535281,-1.179289772,1658137040.624824524,1658137044.824914217,4.200089693,65,39,1
-9,-15,-2,-4.250000000,-7.250000000,-0.750000000,-4.205533028,-7.190950871,-0.951745450,1658137042.324903250,1658137042.324903250,0.000000000,1,1,1
-9,-14,-11,-4.250000000,-6.750000000,-5.250000000,-4.246170521,-6.581074874,-5.058669408,1658137041.024715185,1658137041.124927521,0.100212336,3,2,1
-9,-14,-10,-4.250000000,-6.750000000,-4.750000000,-4.096542358,-6.975164413,-4.877201080,1658137044.724828005,1658137044.724828005,0.000000000,1,1,1
-9,-14,-9,-4.250000000,-6.750000000,-4.250000000,-4.117536000,-6.829308510,-4.062272072,1658137041.124927521,1658137044.524908304,3.399980783,7,7,1
-9,-14,-8,-4.250000000,-6.750000000,-3.750000000,-4.271941605,-6.676903019,-3.714035006,1658137041.124927521,1658137044.824914217,3.699986696,25,18,1
-9,-14,-6,-4.250000000,-6.750000000,-2.750000000,-4.084075928,-6.978660583,-2.511152267,1658137043.824754000,1658137043.824754000,0.000000000,1,1,1
-9,-14,-5,-4.250000000,-6.750000000,-2.250000000,-4.207562073,-6.885057037,-2.220241108,1658137041.324922085,1658137044.424809933,3.099887848,37,24,1
-9,-14,-4,-4.250000000,-6.750000000,-1.750000000,-4.260881841,-6.803578007,-1.824075064,1658137041.024715185,1658137044.824914217,3.800199032,40,31,1
-9,-14,-3,-4.250000000,-6.750000000,-1.250000000,-4.073789014,-6.828433990,-1.211732542,1658137041.524841309,1658137044.724828005,3.199986696,27,23,1
-9,-13,-11,-4.250000000,-6.250000000,-5.250000000,-4.150087386,-6.184499085,-5.144552946,1658137041.124927521,1658137044.624745369,3.499817848,16,14,1
-9,-13,-10,-4.250000000,-6.250000000,-4.750000000,-4.200483123,-6.170257529,-4.850751400,1658137041.324922085,1658137044.724828005,3.399905920,12,12,1
-9,-13,-9,-4.250000000,-6.250000000,-4.250000000,-4.082209826,-6.168264900,-4.389469079,1658137040.824769497,1658137044.224855900,3.400086403,14,14,1
-9,-12,-11,-4.250000000,-5.750000000,-5.250000000,-4.068728161,-5.890256786,-5.193532276,1658137041.024715185,1658137042.824854851,1.800139666,5,5,1
-9,-12,-10,-4.250000000,-5.750000000,-4.750000000,-4.124732590,-5.968174553,-4.666024876,1658137043.324897289,1658137044.624745369,1.299848080,5,4,1
-9,-12,-9,-4.250000000,-5.750000000,-4.250000000,-4.183013095,-5.770416936,-4.285904940,1658137040.824769497,1658137044.724828005,3.900058508,43,31,1
-9,-11,-11,-4.250000000,-5.250000000,-5.250000000,-4.042581558,-5.201769829,-5.051018715,1658137042.824854851,1658137042.824854851,0.000000000,1,1,1
-9,-7,-29,-4.250000000,-3.250000000,-14.250000000,-4.065280437,-3.487904787,-14.231107712,1658137044.624745369,1658137044.624745369,0.000000000,1,1,1
-8,-19,-7,-3.750000000,-9.250000000,-3.250000000,-3.548626502,-9.240503311,-3.032969952,1658137041.624929428,1658137043.524831533,1.899902105,3,3,1
-8,-19,-6,-3.750000000,-9.250000000,-2.750000000,-3.639532601,-9.187066275,-2.702927120,1658137041.424759150,1658137044.824914217,3.400155067,34,25,1
-8,-19,-5,-3.750000000,-9.250000000,-2.250000000,-3.689217472,-9.271234703,-2.429401112,1658137041.424759150,1658137042.624909639,1.200150490,5,4,1
-8,-18,-9,-3.750000000,-8.750000000,-4.250000000,-3.845226383,-8.607244492,-4.156058852,1658137041.424759150,1658137044.624745369,3.199986219,15,13,1
-8,-18,-8,-3.750000000,-8.750000000,-3.750000000,-3.725647044,-8.637972736,-3.671109891,1658137041.324922085,1658137044.124754429,2.799832344,10,10,1
-8,-18,-7,-3.750000000,-8.750000000,-3.250000000,-3.643783606,-8.710073985,-3.358166805,1658137041.124927521,1658137044.424809933,3.299882412,13,12,1
-8,-18,-6,-3.750000000,-8.750000000,-2.750000000,-3.642906157,-8.848121007,-2.783089169,1658137041.224772692,1658137044.724828005,3.500055313,30,22,1
-8,-18,-5,-3.750000000,-8.750000000,-2.250000000,-3.673490507,-8.577494485,-2.357329948,1658137040.924866199,1658137044.124754429,3.199888229,14,10,1
-8,-17,-10,-3.750000000,-8.250000000,-4.750000000,-3.820613980,-8.108344078,-4.782077312,1658137044.124754429,1658137044.624745369,0.499990940,2,2,1
-8,-17,-9,-3.750000000,-8.250000000,-4.250000000,-3.715324435,-8.298771365,-4.246233874,1658137041.324922085,1658137044.624745369,3.299823284,29,21,1
-8,-17,-8,-3.750000000,-8.250000000,-3.750000000,-3.703757048,-8.262054970,-3.687961726,1658137041.124927521,1658137044.724828005,3.599900484,29,22,1
-8,-17,-7,-3.750000000,-8.250000000,-3.250000000,-3.595993280,-8.110467593,-3.461823702,1658137041.024715185,1658137042.924814939,1.900099754,3,3,1
-8,-17,-6,-3.750000000,-8.250000000,-2.750000000,-3.709923983,-8.192066692,-2.598060767,1658137040.824769497,1658137044.824914217,4.000144720,21,15,1
-8,-17,-5,-3.750000000,-8.250000000,-2.250000000,-3.766406609,-8.242634587,-2.318736040,1658137040.824769497,1658137044.824914217,4.000144720,46,30,1
-8,-17,-4,-3.750000000,-8.250000000,-1.750000000,-3.834273314,-8.069440842,-1.801486170,1658137040.724930048,1658137044.324722767,3.599792719,10,9,1
-8,-17,-3,-3.750000000,-8.250000000,-1.250000000,-3.687976480,-8.025884628,-1.480490565,1658137040.724930048,1658137040.924866199,0.199936152,2,2,1
-8,-16,-12,-3.750000000,-7.750000000,-5.750000000,-3.637328545,-7.620549679,-5.542904377,1658137043.524831533,1658137044.324722767,0.799891233,3,3,1
-8,-16,-11,-3.750000000,-7.750000000,-5.250000000,-3.716670470,-7.641385772,-5.293296250,1658137041.624929428,1658137044.724828005,3.099898577,11,9,1
-8,-16,-10,-3.750000000,-7.750000000,-4.750000000,-3.772396357,-7.670603524,-4.756891479,1658137041.224772692,1658137044.824914217,3.600141525,23,20,1
-8,-16,-9,-3.750000000,-7.750000000,-4.250000000,-3.802438845,-7.718023598,-4.285927931,1658137041.124927521,1658137044.824914217,3.699986696,24,19,1
-8,-16,-8,-3.750000000,-7.750000000,-3.750000000,-3.757773744,-7.750760290,-3.819172343,1658137041.024715185,1658137044.824914217,3.800199032,18,14,1
-8,-16,-7,-3.750000000,-7.750000000,-3.250000000,-3.731834213,-7.880218029,-3.416665713,1658137041.824869633,1658137043.224834442,1.399964809,6,6,1
-8,-16,-6,-3.750000000,-7.750000000,-2.750000000,-3.725446193,-7.676285205,-2.704470419,1658137040.724930048,1658137044.824914217,4.099984169,31,25,1
-8,-16,-5,-3.750000000,-7.750000000,-2.250000000,-3.799948060,-7.724802056,-2.262451196,1658137040.724930048,1658137044.824914217,4.099984169,49,35,1
-8,-16,-4,-3.750000000,-7.750000000,-1.750000000,-3.745287156,-7.705360499,-1.721418725,1658137040.724930048,1658137044.824914217,4.099984169,61,38,1
-8,-16,-3,-3.750000000,-7.750000000,-1.250000000,-3.770090256,-7.691044603,-1.402240753,1658137040.724930048,1658137044.324722767,3.599792719,14,13,1
-8,-15,-12,-3.750000000,-7.250000000,-5.750000000,-3.536581675,-7.106881936,-5.712619702,1658137041.524841309,1658137044.224855900,2.700014591,12,11,1
-8,-15,-11,-3.750000000,-7.250000000,-5.250000000,-3.702030764,-7.232689801,-5.289676568,1658137041.124927521,1658137044.724828005,3.599900484,34,22,1
-8,-15,-10,-3.750000000,-7.250000000,-4.750000000,-3.777504072,-7.253384324,-4.713038529,1658137040.924866199,1658137044.824914217,3.900048018,34,20,1
-8,-15,-9,-3.750000000,-7.250000000,-4.250000000,-3.771262089,-7.312936179,-4.248459593,1658137040.924866199,1658137044.824914217,3.900048018,45,27,1
-8,-15,-8,-3.750000000,-7.250000000,-3.750000000,-3.707670636,-7.296436071,-3.913907952,1658137040.724930048,1658137044.824914217,4.099984169,18,16,1
-8,-15,-6,-3.750000000,-7.250000000,-2.750000000,-3.774672459,-7.286778604,-2.669195231,1658137040.824769497,1658137044.724828005,3.900058508,34,23,1
-8,-15,-5,-3.750000000,-7.250000000,-2.250000000,-3.832970798,-7.279298708,-2.270223863,1658137040.624824524,1658137044.724828005,4.100003481,32,27,1
-8,-15,-4,-3.750000000,-7.250000000,-1.750000000,-3.815904482,-7.216708024,-1.779527543,1658137040.424757481,1658137044.824914217,4.400156736,51,35,1
-8,-15,-3,-3.750000000,-7.250000000,-1.250000000,-3.903585778,-7.213673788,-1.371348967,1658137040.524852276,1658137044.724828005,4.199975729,34,23,1
-8,-14,-12,-3.750000000,-6.750000000,-5.750000000,-3.667293410,-6.726456920,-5.558954159,1658137041.524841309,1658137044.724828005,3.199986696,12,12,1
-8,-14,-11,-3.750000000,-6.750000000,-5.250000000,-3.695657765,-6.725800693,-5.208043665,1658137041.024715185,1658137044.524908304,3.500193119,48,29,1
-8,-14,-10,-3.750000000,-6.750000000,-4.750000000,-3.706150344,-6.748355916,-4.679118520,1658137040.924866199,1658137044.824914217,3.900048018,38,27,1
-8,-14,-9,-3.750000000,-6.750000000,-4.250000000,-3.753270812,-6.676143355,-4.190061344,1658137040.824769497,1658137044.824914217,4.000144720,36,22,1
-8,-14,-8,-3.750000000,-6.750000000,-3.750000000,-3.744909039,-6.728553734,-3.767481756,1658137040.724930048,1658137044.824914217,4.099984169,25,19,1
-8,-14,-7,-3.750000000,-6.750000000,-3.250000000,-3.549400091,-6.514101982,-3.055720329,1658137043.824754000,1658137043.824754000,0.000000000,1,1,1
-8,-14,-6,-3.750000000,-6.750000000,-2.750000000,-3.761134377,-6.875498924,-2.685518017,1658137040.724930048,1658137044.824914217,4.099984169,25,19,1
-8,-14,-5,-3.750000000,-6.750000000,-2.250000000,-3.717478553,-6.745387062,-2.176196591,1658137040.424757481,1658137044.724828005,4.300070524,61,38,1
-8,-14,-4,-3.750000000,-6.750000000,-1.750000000,-3.734665269,-6.695368204,-1.710027202,1658137040.224885464,1658137044.824914217,4.600028753,61,40,1
-8,-14,-3,-3.750000000,-6.750000000,-1.250000000,-3.833526465,-6.772341936,-1.364184697,1658137040.924866199,1658137044.824914217,3.900048018,39,25,1
-8,-13,-12,-3.750000000,-6.250000000,-5.750000000,-3.643643737,-6.170542121,-5.606412530,1658137040.924866199,1658137044.124754429,3.199888229,4,4,1
-8,-13,-11,-3.750000000,-6.250000000,-5.250000000,-3.748170419,-6.239363800,-5.275910594,1658137040.824769497,1658137044.824914217,4.000144720,22,17,1
-8,-13,-10,-3.750000000,-6.250000000,-4.750000000,-3.777411053,-6.279138470,-4.819378895,1658137040.824769497,1658137044.724828005,3.900058508,45,29,1
-8,-13,-9,-3.750000000,-6.250000000,-4.250000000,-3.775792050,-6.267062826,-4.187348792,1658137040.624824524,1658137044.824914217,4.200089693,56,35,1
-8,-13,-8,-3.750000000,-6.250000000,-3.750000000,-3.719977816,-6.287022781,-3.870710468,1658137041.124927521,1658137044.824914217,3.699986696,30,24,1
-8,-13,-6,-3.750000000,-6.250000000,-2.750000000,-3.550131559,-6.394811630,-2.907468557,1658137043.924834490,1658137043.924834490,0.000000000,1,1,1
-8,-13,-5,-3.750000000,-6.250000000,-2.250000000,-3.753277091,-6.352974864,-2.087748878,1658137041.524841309,1658137044.824914217,3.300072908,17,16,1
-8,-13,-4,-3.750000000,-6.250000000,-1.750000000,-3.636825021,-6.318981107,-1.674661628,1658137041.424759150,1658137044.824914217,3.400155067,30,25,1
-8,-13,-3,-3.750000000,-6.250000000,-1.250000000,-3.668246104,-6.280671450,-1.402794820,1658137041.024715185,1658137044.824914217,3.800199032,13,12,1
-8,-12,-12,-3.750000000,-5.750000000,-5.750000000,-3.590570492,-5.803277802,-5.705552435,1658137040.924866199,1658137044.824914217,3.900048018,40,27,1
-8,-12,-11,-3.750000000,-5.750000000,-5.250000000,-3.660007423,-5.793092125,-5.283745766,1658137040.824769497,1658137044.824914217,4.000144720,53,29,1
-8,-12,-10,-3.750000000,-5.750000000,-4.750000000,-3.663396126,-5.763038170,-4.884892592,1658137040.724930048,1658137044.824914217,4.099984169,41,29,1
-8,-12,-9,-3.750000000,-5.750000000,-4.250000000,-3.852160188,-5.798826926,-4.253084155,1658137040.824769497,1658137044.724828005,3.900058508,35,26,1
-8,-12,-8,-3.750000000,-5.750000000,-3.750000000,-3.711300564,-5.830207348,-3.933220387,1658137041.524841309,1658137044.424809933,2.899968624,5,5,1
-8,-12,-7,-3.750000000,-5.750000000,-3.250000000,-3.545123869,-5.743536472,-3.332412640,1658137040.324917316,1658137043.624813080,3.299895763,9,8,1
-8,-12,-5,-3.750000000,-5.750000000,-2.250000000,-3.902781963,-5.697320938,-2.440143108,1658137041.624929428,1658137041.624929428,0.000000000,1,1,1
-8,-11,-11,-3.750000000,-5.250000000,-5.250000000,-3.857696598,-5.308552352,-5.079726783,1658137041.224772692,1658137044.824914217,3.600141525,11,10,1
-8,-11,-10,-3.750000000,-5.250000000,-4.750000000,-3.767034973,-5.351749897,-4.959884814,1658137041.224772692,1658137044.324722767,3.099950075,14,11,1
-8,-11,-7,-3.750000000,-5.250000000,-3.250000000,-3.564169986,-5.424100740,-3.302748510,1658137041.624929428,1658137044.824914217,3.199984789,7,7,1
-8,-9,-29,-3.750000000,-4.250000000,-14.250000000,-3.728118777,-4.302834034,-14.124620914,1658137044.224855900,1658137044.724828005,0.499972105,2,2,1
-8,-8,-28,-3.750000000,-3.750000000,-13.750000000,-3.732166688,-3.773250580,-13.721594175,1658137043.824754000,1658137044.724828005,0.900074005,6,5,1
-8,-8,-27,-3.750000000,-3.750000000,-13.250000000,-3.554028273,-3.883920431,-13.069668770,1658137043.924834490,1658137043.924834490,0.000000000,1,1,1
-8,-7,-29,-3.750000000,-3.250000000,-14.250000000,-3.695315083,-3.287541628,-14.124660810,1658137044.124754429,1658137044.624745369,0.499990940,6,6,1
-8,-7,-28,-3.750000000,-3.250000000,-13.750000000,-3.677163363,-3.264811516,-13.852358818,1658137044.624745369,1658137044.624745369,0.000000000,1,1,1
