checkpoint_timestamp,voxel_x,voxel_y,voxel_z,first_seen_time,last_seen_time,total_point_hits,observed_frames,active_time_bins,sum_x,sum_y,sum_z
1658137044.824914217,-2,-2,-1,1658137039.424824715,1658137039.424824715,1,1,1,-1.643384814,-1.772880197,-0.253767699
1658137044.824914217,-1,-6,0,1658137039.424824715,1658137044.624745369,15,13,1,-5.145304437,-88.936509609,5.324736778
1658137044.824914217,0,-7,0,1658137039.424824715,1658137044.824914217,150,42,1,27.531550889,-971.036238194,85.026800347
1658137044.824914217,-1,-6,-1,1658137039.424824715,1658137041.924714327,5,3,1,-2.356891513,-29.467331409,-0.845069226
1658137044.824914217,-1,0,-3,1658137039.424824715,1658137044.324722767,20,10,1,-1.434202599,10.594023883,-44.396414518
1658137044.824914217,0,-7,-1,1658137039.424824715,1658137044.824914217,177,47,1,37.585865123,-1155.831856251,-84.592241330
1658137044.824914217,-1,-7,-1,1658137039.424824715,1658137044.824914217,60,34,1,-17.923212845,-378.520176888,-13.406207112
1658137044.824914217,-1,-1,0,1658137039.424824715,1658137044.824914217,100,40,1,-33.310186650,-59.222086340,69.287100434
1658137044.824914217,-1,0,3,1658137039.424824715,1658137044.824914217,122,31,1,-33.948402002,61.679189562,428.997875929
1658137044.824914217,0,-6,-5,1658137039.424824715,1658137044.824914217,132,47,1,38.675410926,-722.651743889,-597.416570187
1658137044.824914217,0,-4,-6,1658137039.424824715,1658137044.824914217,102,32,1,29.171580225,-356.859612465,-559.948112488
1658137044.824914217,0,-5,3,1658137039.524910688,1658137044.824914217,119,32,1,13.991517927,-532.227137566,411.157112360
1658137044.824914217,0,-6,3,1658137039.524910688,1658137044.824914217,89,31,1,8.204025024,-487.271135807,314.225891113
1658137044.824914217,0,-5,-6,1658137039.524910688,1658137044.824914217,117,31,1,34.899794281,-520.927531719,-643.308485031
1658137044.824914217,0,0,4,1658137039.624746561,1658137044.824914217,92,23,1,3.535741638,42.437611241,408.465181828
1658137044.824914217,0,-4,5,1658137039.624746561,1658137044.624745369,111,33,1,4.165645485,-388.359852791,612.423585415
1658137044.824914217,0,1,3,1658137039.624746561,1658137044.824914217,60,27,1,3.935811282,91.712434769,214.130704880
1658137044.824914217,0,-3,4,1658137039.624746561,1658137044.624745369,108,30,1,5.536709387,-270.859441042,486.403196812
1658137044.824914217,0,-4,4,1658137039.624746561,1658137044.624745369,106,32,1,7.038363867,-373.624013662,481.487856388
1658137044.824914217,0,-5,4,1658137039.624746561,1658137044.524908304,101,31,1,8.412972871,-453.003672123,448.126718044
1658137044.824914217,-1,-6,2,1658137039.624746561,1658137043.824754000,4,4,1,-1.731932929,-21.908448219,11.675208092
1658137044.824914217,0,-7,2,1658137039.624746561,1658137044.824914217,133,35,1,12.500665829,-863.908076286,324.504174709
1658137044.824914217,-1,-6,3,1658137039.624746561,1658137044.824914217,126,31,1,-66.005917531,-702.538615704,440.633460999
1658137044.824914217,-1,-7,0,1658137039.624746561,1658137044.824914217,99,37,1,-30.725612052,-633.264084339,22.135114009
1658137044.824914217,-1,-8,0,1658137039.624746561,1658137040.824769497,5,4,1,-1.197564002,-35.515615463,0.924687572
1658137044.824914217,0,2,-4,1658137039.624746561,1658137044.824914217,94,30,1,30.452667534,231.814227104,-324.049104929
1658137044.824914217,0,-8,0,1658137039.624746561,1658137044.824914217,155,40,1,20.237371862,-1155.215802670,86.103793507
1658137044.824914217,0,-8,-1,1658137039.624746561,1658137044.824914217,164,44,1,25.402971700,-1229.447173119,-84.707943360
1658137044.824914217,0,-2,5,1658137039.624746561,1658137044.824914217,76,22,1,1.384804818,-113.020776987,419.854764938
1658137044.824914217,0,-7,-2,1658137039.624746561,1658137044.824914217,174,48,1,40.742982134,-1131.503664970,-268.069402575
1658137044.824914217,-1,1,2,1658137039.624746561,1658137041.024715185,5,4,1,-1.981302172,8.363144398,14.717519999
1658137044.824914217,0,-7,-3,1658137039.624746561,1658137044.824914217,88,41,1,17.812892265,-567.055507183,-207.831597328
1658137044.824914217,-1,-3,-5,1658137039.624746561,1658137042.624909639,9,6,1,-0.867185026,-18.900379419,-40.759612083
1658137044.824914217,-2,-7,-3,1658137039.624746561,1658137044.824914217,233,53,1,-330.000859976,-1535.396959782,-564.549107313
1658137044.824914217,-1,-7,-3,1658137039.624746561,1658137044.824914217,165,50,1,-78.909157997,-1066.562268734,-408.182617426
1658137044.824914217,-1,-8,-3,1658137039.624746561,1658137044.824914217,19,16,1,-10.545263559,-135.988855362,-50.234702349
1658137044.824914217,0,-8,-3,1658137039.624746561,1658137043.024902582,40,25,1,8.516468994,-301.266228676,-96.858004570
1658137044.824914217,-3,-6,-3,1658137039.624746561,1658137044.824914217,60,36,1,-174.405513763,-336.969243050,-164.107117414
1658137044.824914217,-1,-2,-5,1658137039.624746561,1658137044.724828005,67,24,1,-16.017782610,-112.207116127,-295.805001736
1658137044.824914217,-1,-2,-6,1658137039.624746561,1658137044.624745369,18,12,1,-4.589367224,-32.866135836,-93.237010002
1658137044.824914217,-1,-3,-6,1658137039.624746561,1658137044.624745369,10,8,1,-1.083002113,-21.251015902,-52.242229939
1658137044.824914217,0,-2,-7,1658137039.624746561,1658137044.624745369,106,24,1,26.794145897,-159.408326864,-683.455202103
1658137044.824914217,0,-8,-2,1658137039.624746561,1658137044.824914217,150,51,1,27.004345849,-1119.850503445,-210.416725755
1658137044.824914217,0,-6,-6,1658137039.624746561,1658137044.824914217,66,31,1,20.618222058,-357.288846970,-356.294031143
1658137044.824914217,0,-3,-7,1658137039.624746561,1658137044.624745369,97,24,1,27.770980984,-236.886404276,-628.412428379
1658137044.824914217,-1,1,3,1658137039.624746561,1658137044.824914217,96,28,1,-25.364770061,140.609981298,322.712320089
1658137044.824914217,-1,-1,4,1658137039.724836588,1658137039.724836588,1,1,1,-0.002438471,-0.665062308,4.989891052
1658137044.824914217,0,-3,5,1658137039.724836588,1658137044.624745369,78,29,1,2.199368888,-197.218634605,423.614437103
1658137044.824914217,-1,-1,2,1658137039.724836588,1658137044.824914217,68,28,1,-20.026046966,-19.869826314,151.935338974
1658137044.824914217,0,-7,3,1658137039.724836588,1658137044.824914217,92,31,1,5.121454854,-596.436532497,318.204517603
1658137044.824914217,0,3,0,1658137039.724836588,1658137044.624745369,109,31,1,23.570297220,374.806726694,51.430917704
1658137044.824914217,-2,-6,2,1658137039.724836588,1658137039.924752235,4,3,1,-4.266100764,-21.585273266,11.665289879
1658137044.824914217,0,2,2,1658137039.724836588,1658137044.824914217,79,23,1,13.965199776,195.344137192,193.883780956
1658137044.824914217,0,-8,2,1658137039.724836588,1658137044.824914217,105,32,1,4.550360580,-783.202036381,262.192775965
1658137044.824914217,0,-8,1,1658137039.724836588,1658137044.824914217,124,33,1,11.278415553,-929.446660519,187.658971548
1658137044.824914217,-1,1,-3,1658137039.724836588,1658137039.724836588,1,1,1,-0.034530398,1.196009398,-2.366648674
1658137044.824914217,0,-6,4,1658137039.724836588,1658137044.824914217,89,28,1,5.652590232,-487.019015312,403.871317863
1658137044.824914217,-1,-2,-4,1658137039.724836588,1658137044.724828005,77,29,1,-21.251228184,-117.017924190,-278.728113890
1658137044.824914217,-1,0,-1,1658137039.724836588,1658137040.924866199,2,2,1,-0.059600146,1.745388150,-0.072716644
1658137044.824914217,-2,-7,-2,1658137039.724836588,1658137044.624745369,51,32,1,-88.180036664,-331.502574444,-95.020232916
1658137044.824914217,0,1,4,1658137039.724836588,1658137044.824914217,94,27,1,5.996172193,141.704654932,419.356072903
1658137044.824914217,-1,0,-2,1658137039.724836588,1658137044.824914217,17,8,1,-0.571921096,9.322592681,-31.566238046
1658137044.824914217,-1,-7,3,1658137039.724836588,1658137044.624745369,9,7,1,-3.872911505,-55.534008026,29.577754021
1658137044.824914217,0,0,-6,1658137039.724836588,1658137044.824914217,113,31,1,45.422235847,50.232528355,-615.779880524
1658137044.824914217,-1,-6,-4,1658137039.724836588,1658137044.424809933,32,15,1,-21.156304888,-185.013401031,-101.860475302
1658137044.824914217,-2,-6,-4,1658137039.724836588,1658137044.324722767,27,21,1,-33.753236771,-155.755740166,-83.862567663
1658137044.824914217,0,-7,-4,1658137039.724836588,1658137043.424738884,56,24,1,13.199051855,-359.624028683,-195.309114933
1658137044.824914217,-1,-7,-4,1658137039.724836588,1658137042.224861860,45,15,1,-14.914325089,-295.707784176,-154.599763155
1658137044.824914217,0,-7,-5,1658137039.724836588,1658137044.624745369,90,37,1,27.873468238,-576.335997581,-399.813882351
1658137044.824914217,0,-4,-7,1658137039.724836588,1658137044.824914217,92,28,1,28.402720034,-323.093799591,-596.839040279
1658137044.824914217,0,-5,5,1658137039.824910402,1658137044.524908304,78,26,1,3.158178482,-348.747754097,423.228068829
1658137044.824914217,-1,-1,3,1658137039.824910402,1658137040.624824524,15,5,1,-4.914842386,-1.772001694,53.007708549
1658137044.824914217,0,-8,-4,1658137039.824910402,1658137044.724828005,22,10,1,5.651998103,-162.849002838,-80.835424185
1658137044.824914217,0,2,3,1658137039.924752235,1658137044.824914217,80,23,1,10.299427778,200.746529579,277.648218632
1658137044.824914217,-1,2,2,1658137039.924752235,1658137041.024715185,2,2,1,-0.542807385,4.045804977,5.960755348
1658137044.824914217,0,-6,5,1658137039.924752235,1658137044.824914217,49,23,1,0.976311238,-264.722470760,263.106614590
1658137044.824914217,0,3,1,1658137039.924752235,1658137044.624745369,81,29,1,16.699840702,272.073297739,122.503239393
1658137044.824914217,-1,-6,4,1658137039.924752235,1658137043.724911451,14,11,1,-5.137135755,-76.320505619,57.998740673
1658137044.824914217,-1,2,3,1658137039.924752235,1658137043.624813080,12,9,1,-3.202413246,24.759217739,39.346865416
1658137044.824914217,0,1,-6,1658137039.924752235,1658137044.824914217,101,31,1,42.254031420,145.921684623,-553.931200504
1658137044.824914217,-3,-6,-4,1658137039.924752235,1658137044.824914217,85,40,1,-239.812142372,-481.020517349,-286.181820631
1658137044.824914217,-2,-7,-4,1658137039.924752235,1658137044.824914217,45,27,1,-72.814112782,-295.973499298,-153.362069607
1658137044.824914217,-2,-8,-4,1658137039.924752235,1658137044.824914217,43,32,1,-78.128750205,-309.190638065,-139.308258533
1658137044.824914217,0,-9,-3,1658137039.924752235,1658137043.524831533,38,16,1,7.817245372,-322.376441956,-98.952384949
1658137044.824914217,-1,-8,-4,1658137039.924752235,1658137041.324922085,11,6,1,-4.460401163,-78.295114040,-37.822979927
1658137044.824914217,0,-1,-7,1658137039.924752235,1658137044.724828005,91,25,1,31.049073830,-46.102298632,-588.117803097
1658137044.824914217,0,-8,-5,1658137039.924752235,1658137040.624824524,23,7,1,6.648526855,-171.397852421,-98.978767872
1658137044.824914217,0,-7,4,1658137040.024843931,1658137044.824914217,72,24,1,2.211883921,-463.032326221,318.761149406
1658137044.824914217,0,3,-1,1658137040.024843931,1658137044.824914217,120,32,1,33.556640282,418.838261366,-61.134186666
1658137044.824914217,-1,-8,-1,1658137040.024843931,1658137040.024843931,1,1,1,-0.192549914,-7.009993076,-0.031828161
1658137044.824914217,-1,-3,-4,1658137040.024843931,1658137040.324917316,2,2,1,-0.235253088,-4.031444550,-7.291681051
1658137044.824914217,-4,-6,-3,1658137040.024843931,1658137044.824914217,161,48,1,-512.835558891,-913.211135864,-404.131199598
1658137044.824914217,-3,-7,-2,1658137040.024843931,1658137044.824914217,57,37,1,-132.198077917,-380.027147770,-104.729255080
1658137044.824914217,-3,-8,-3,1658137040.024843931,1658137044.724828005,34,18,1,-91.690871954,-249.085034370,-90.969616413
1658137044.824914217,0,-8,3,1658137040.024843931,1658137044.824914217,52,25,1,1.189985018,-380.715627193,176.787447214
1658137044.824914217,-4,-7,-3,1658137040.024843931,1658137044.824914217,240,49,1,-835.059035540,-1584.161870956,-594.094775200
1658137044.824914217,-2,-8,-3,1658137040.024843931,1658137044.624745369,68,26,1,-108.140871167,-487.909607887,-179.566107988
1658137044.824914217,0,-9,-2,1658137040.024843931,1658137044.824914217,103,44,1,12.652227014,-876.787580490,-145.207961679
1658137044.824914217,-3,-7,-4,1658137040.024843931,1658137044.824914217,158,47,1,-429.636236191,-1028.025305748,-548.170657396
1658137044.824914217,0,-9,-4,1658137040.024843931,1658137042.024935007,23,15,1,5.238407597,-197.054656029,-78.197011709
1658137044.824914217,-2,-6,-5,1658137040.024843931,1658137044.824914217,46,29,1,-86.329392076,-243.229197025,-216.873736858
1658137044.824914217,-1,-8,-5,1658137040.024843931,1658137040.024843931,1,1,1,-0.189591095,-7.016757965,-4.059660912
1658137044.824914217,-3,-6,-5,1658137040.024843931,1658137044.824914217,246,49,1,-619.045451403,-1349.782517910,-1104.328679562
1658137044.824914217,-2,-6,-6,1658137040.024843931,1658137044.324722767,7,7,1,-12.645501018,-36.009039879,-35.411412716
1658137044.824914217,0,-8,-6,1658137040.024843931,1658137040.424757481,5,5,1,1.732332498,-35.513873577,-25.684764862
1658137044.824914217,0,-7,-6,1658137040.024843931,1658137041.024715185,30,11,1,10.168723315,-194.163471222,-162.903055191
1658137044.824914217,0,-7,-7,1658137040.024843931,1658137044.624745369,38,28,1,12.871458143,-238.027085781,-256.484312534
1658137044.824914217,0,-4,6,1658137040.124804497,1658137044.624745369,77,27,1,1.169705102,-271.782852888,497.213975430
1658137044.824914217,-1,-2,0,1658137040.124804497,1658137040.824769497,9,7,1,-1.717789398,-9.747668386,6.516113997
1658137044.824914217,0,3,-2,1658137040.124804497,1658137044.824914217,112,33,1,27.077942575,381.784803391,-162.065060973
1658137044.824914217,-2,-8,-2,1658137040.124804497,1658137041.124927521,4,3,1,-7.768496990,-28.310402393,-7.495577574
1658137044.824914217,0,-9,0,1658137040.124804497,1658137044.624745369,120,33,1,8.125318101,-1016.177733421,57.913821854
1658137044.824914217,-3,-7,-3,1658137040.124804497,1658137044.824914217,104,43,1,-279.535817862,-670.172511578,-277.844716072
1658137044.824914217,-4,-7,-2,1658137040.124804497,1658137044.824914217,239,48,1,-851.926369190,-1575.627620220,-371.790316820
1658137044.824914217,0,-10,-2,1658137040.124804497,1658137044.824914217,136,46,1,10.379749684,-1281.011307716,-195.504526973
1658137044.824914217,0,-9,-1,1658137040.124804497,1658137044.824914217,158,42,1,14.434419049,-1344.611606598,-84.596094690
1658137044.824914217,-3,-7,-5,1658137040.124804497,1658137043.824754000,28,15,1,-66.639720917,-176.413541794,-116.447432518
1658137044.824914217,2,-3,-1,1658137040.124804497,1658137040.124804497,1,1,1,2.349316359,-2.182744741,-0.762111783
1658137044.824914217,0,-1,-8,1658137040.124804497,1658137044.724828005,73,18,1,24.376175418,-35.199497282,-544.789116859
1658137044.824914217,0,-2,-8,1658137040.124804497,1658137044.624745369,65,19,1,17.578788795,-99.763397813,-482.779675484
1658137044.824914217,0,-5,-7,1658137040.124804497,1658137044.524908304,96,26,1,30.706057727,-431.534588337,-624.305235863
1658137044.824914217,0,-3,-8,1658137040.124804497,1658137044.824914217,70,20,1,22.341578275,-177.685821056,-524.811482906
1658137044.824914217,0,-4,-8,1658137040.124804497,1658137044.824914217,95,24,1,31.402375489,-330.195540428,-706.835712433
1658137044.824914217,0,-5,6,1658137040.224885464,1658137044.524908304,37,19,1,0.534839317,-162.243324757,233.617264748
1658137044.824914217,-1,-6,5,1658137040.224885464,1658137044.824914217,35,19,1,-0.609903596,-194.560911179,200.933717251
1658137044.824914217,0,-7,5,1658137040.224885464,1658137043.024902582,12,8,1,0.217727079,-76.295718670,61.449176311
1658137044.824914217,-1,-7,4,1658137040.224885464,1658137044.224855900,14,9,1,-0.989547452,-93.118732929,64.942988396
1658137044.824914217,0,3,-3,1658137040.224885464,1658137044.824914217,125,33,1,38.487487296,441.973119259,-301.501285076
1658137044.824914217,1,-1,-4,1658137040.224885464,1658137040.224885464,1,1,1,1.194646001,-0.268011361,-3.142641306
1658137044.824914217,-1,-6,6,1658137040.224885464,1658137044.524908304,71,23,1,-3.454625217,-391.847173691,464.383250237
1658137044.824914217,0,-10,-1,1658137040.224885464,1658137044.424809933,77,33,1,4.053444362,-720.071266174,-46.225044809
1658137044.824914217,-1,-7,5,1658137040.224885464,1658137044.824914217,57,21,1,-1.996114773,-374.635056019,313.527112961
1658137044.824914217,-4,-7,-4,1658137040.224885464,1658137044.824914217,223,47,1,-742.451504230,-1432.887109280,-792.804645300
1658137044.824914217,0,-9,1,1658137040.224885464,1658137044.824914217,88,31,1,3.396803547,-736.424750328,126.543437362
1658137044.824914217,-2,-7,-5,1658137040.224885464,1658137042.724750757,18,15,1,-32.215461254,-115.841032982,-74.832012653
1658137044.824914217,-2,-8,-5,1658137040.224885464,1658137040.824769497,4,4,1,-7.433993816,-29.168228149,-16.832341194
1658137044.824914217,0,-10,0,1658137040.224885464,1658137044.024915218,30,13,1,0.764311413,-281.257792473,12.898896076
1658137044.824914217,-3,-6,-6,1658137040.224885464,1658137044.824914217,68,34,1,-176.969954967,-355.517320156,-346.525366306
1658137044.824914217,0,-5,-8,1658137040.224885464,1658137044.124754429,72,20,1,24.295857370,-318.838064671,-542.566310883
1658137044.824914217,-1,-3,6,1658137040.324917316,1658137044.624745369,13,12,1,-0.078687245,-31.187377930,87.984899998
1658137044.824914217,0,-1,5,1658137040.324917316,1658137044.724828005,54,19,1,0.637594944,-28.581197070,293.989838600
1658137044.824914217,0,-3,6,1658137040.324917316,1658137044.624745369,63,19,1,0.744391230,-158.915858984,402.825051785
1658137044.824914217,0,2,4,1658137040.324917316,1658137044.824914217,75,23,1,6.572685186,185.846020460,335.488456249
1658137044.824914217,-1,-8,4,1658137040.324917316,1658137044.824914217,59,19,1,-1.642771924,-443.000414371,268.708424568
1658137044.824914217,-1,3,1,1658137040.324917316,1658137044.624745369,76,25,1,-17.356664483,281.842983246,115.578869104
1658137044.824914217,0,-8,4,1658137040.324917316,1658137043.924834490,19,8,1,0.354057352,-138.946756363,82.549923897
1658137044.824914217,0,4,0,1658137040.324917316,1658137044.624745369,81,21,1,19.911585003,356.910857677,40.943814481
1658137044.824914217,0,3,3,1658137040.324917316,1658137044.824914217,64,19,1,10.248468257,223.833183050,223.073171377
1658137044.824914217,-1,-2,6,1658137040.324917316,1658137044.824914217,45,17,1,-0.493275469,-66.383311391,298.377943516
1658137044.824914217,0,-2,6,1658137040.324917316,1658137044.624745369,21,12,1,0.135094827,-31.790213227,133.353687286
1658137044.824914217,-1,3,0,1658137040.324917316,1658137044.624745369,26,16,1,-2.868179834,92.116885424,21.209564269
1658137044.824914217,0,3,-4,1658137040.324917316,1658137044.824914217,82,25,1,29.560994625,284.686460733,-285.954243898
1658137044.824914217,-1,-1,-2,1658137040.324917316,1658137040.324917316,1,1,1,-0.055034123,-0.180619985,-1.867571592
1658137044.824914217,1,2,-5,1658137040.324917316,1658137040.324917316,1,1,1,1.609901905,2.767048836,-4.105895519
1658137044.824914217,-4,-8,-2,1658137040.324917316,1658137044.824914217,173,45,1,-652.431258917,-1286.133800507,-283.813565373
1658137044.824914217,0,2,-5,1658137040.324917316,1658137044.824914217,102,29,1,38.025638938,253.478682756,-459.817052364
1658137044.824914217,-4,-8,-3,1658137040.324917316,1658137044.824914217,206,45,1,-747.394623518,-1540.697708130,-521.651970625
1658137044.824914217,0,2,-6,1658137040.324917316,1658137044.724828005,108,32,1,43.123129886,271.045709372,-589.843851566
1658137044.824914217,-4,-6,-4,1658137040.324917316,1658137044.824914217,99,41,1,-331.798947811,-568.745010853,-344.953965187
1658137044.824914217,0,1,-7,1658137040.324917316,1658137044.824914217,88,23,1,40.290399879,131.794468641,-573.503932476
1658137044.824914217,0,0,-7,1658137040.324917316,1658137044.624745369,86,24,1,38.071342260,43.826114733,-558.128350258
1658137044.824914217,-4,-6,-5,1658137040.324917316,1658137044.824914217,180,43,1,-628.498448849,-1026.536512375,-823.764797688
1658137044.824914217,-4,-7,-5,1658137040.324917316,1658137044.824914217,206,42,1,-758.468686104,-1326.829957008,-913.636157036
1658137044.824914217,-1,-7,-5,1658137040.324917316,1658137040.324917316,1,1,1,-0.011495311,-6.667537689,-4.112073898
1658137044.824914217,0,-10,-3,1658137040.324917316,1658137044.824914217,73,34,1,6.547393613,-700.787059784,-171.848428249
1658137044.824914217,0,-10,1,1658137040.324917316,1658137040.824769497,3,3,1,0.094057525,-27.141541481,3.595560908
1658137044.824914217,0,-10,-4,1658137040.324917316,1658137044.324722767,10,10,1,1.674278356,-95.281107903,-34.529575586
1658137044.824914217,0,-6,-7,1658137040.324917316,1658137044.824914217,111,37,1,37.007385910,-616.540084839,-721.727434158
1658137044.824914217,-1,-8,5,1658137040.324917316,1658137044.824914217,67,21,1,-5.034794092,-504.039467335,366.776143551
1658137044.824914217,0,-6,-8,1658137040.324917316,1658137044.824914217,78,25,1,27.081038773,-428.950326920,-580.211655140
1658137044.824914217,-1,-1,7,1658137040.424757481,1658137044.824914217,80,22,1,-3.352979241,-34.728219718,595.041037560
1658137044.824914217,-1,-2,7,1658137040.424757481,1658137044.824914217,64,16,1,-2.157642659,-96.691442132,482.622665405
1658137044.824914217,0,1,6,1658137040.424757481,1658137044.224855900,4,4,1,0.006250182,6.374019146,24.619961262
1658137044.824914217,0,0,6,1658137040.424757481,1658137044.524908304,11,8,1,0.052997586,3.863997690,66.743541718
1658137044.824914217,-1,0,5,1658137040.424757481,1658137041.324922085,6,4,1,-0.043011061,2.773835361,34.631844521
1658137044.824914217,-1,-1,5,1658137040.424757481,1658137044.724828005,11,7,1,-0.074227277,-5.019065022,63.533216953
1658137044.824914217,-1,-1,6,1658137040.424757481,1658137044.824914217,74,21,1,-1.012576685,-36.144845993,481.191563129
1658137044.824914217,0,1,5,1658137040.424757481,1658137044.824914217,60,20,1,1.774357154,91.000024676,327.111814022
1658137044.824914217,0,0,5,1658137040.424757481,1658137044.824914217,59,17,1,1.118953479,29.151453033,320.522045135
1658137044.824914217,-1,1,5,1658137040.424757481,1658137040.824769497,4,3,1,-0.025649218,5.871285915,23.533143044
1658137044.824914217,0,-9,4,1658137040.424757481,1658137040.424757481,1,1,1,0.008764455,-8.045410156,4.027730942
1658137044.824914217,-1,-9,2,1658137040.424757481,1658137044.824914217,82,23,1,-2.706361002,-701.905612946,204.087114573
1658137044.824914217,0,-9,2,1658137040.424757481,1658137044.224855900,26,12,1,0.653199412,-215.373306274,62.531560898
1658137044.824914217,-1,-10,2,1658137040.424757481,1658137044.824914217,109,27,1,-9.071510421,-1037.032987595,274.409100056
1658137044.824914217,-1,2,-2,1658137040.424757481,1658137042.324903250,7,4,1,-6.189803183,19.908135891,-11.112394929
1658137044.824914217,1,2,-3,1658137040.424757481,1658137040.424757481,1,1,1,1.891988039,2.707827568,-2.260477066
1658137044.824914217,-1,1,6,1658137040.424757481,1658137044.824914217,48,15,1,-1.083288251,72.810679913,313.971364021
1658137044.824914217,-1,3,-2,1658137040.424757481,1658137044.824914217,109,32,1,-59.478682581,380.913841248,-184.362056017
1658137044.824914217,-1,-10,1,1658137040.424757481,1658137044.824914217,117,29,1,-8.983687705,-1111.862114906,180.049200535
1658137044.824914217,0,3,-5,1658137040.424757481,1658137044.824914217,103,37,1,40.123720765,359.591881990,-466.462868214
1658137044.824914217,-1,2,-6,1658137040.424757481,1658137044.524908304,106,33,1,-45.527372958,285.532679081,-568.480680466
1658137044.824914217,-3,-8,-4,1658137040.424757481,1658137044.824914217,199,45,1,-523.401552439,-1499.490874767,-682.175660849
1658137044.824914217,-1,0,6,1658137040.424757481,1658137044.824914217,54,20,1,-1.078334399,26.534597512,355.491510868
1658137044.824914217,0,4,-1,1658137040.424757481,1658137044.824914217,79,23,1,23.386870444,354.400248528,-42.728687768
1658137044.824914217,0,-9,3,1658137040.424757481,1658137041.024715185,7,4,1,0.053067173,-58.015823364,23.223216534
1658137044.824914217,0,-10,-5,1658137040.424757481,1658137044.824914217,2,2,1,0.405742943,-18.997982979,-8.998939991
1658137044.824914217,0,2,5,1658137040.424757481,1658137044.824914217,63,18,1,2.740551246,155.520317078,346.054075718
1658137044.824914217,-1,-2,1,1658137040.424757481,1658137040.424757481,1,1,1,-0.219867915,-1.058625102,1.039960980
1658137044.824914217,0,-4,-9,1658137040.424757481,1658137044.824914217,74,18,1,26.280255437,-261.221691608,-625.788471222
1658137044.824914217,0,-7,-8,1658137040.424757481,1658137044.824914217,125,41,1,44.929674208,-809.547747612,-939.450542927
1658137044.824914217,-1,-4,7,1658137040.524852276,1658137044.624745369,74,24,1,-1.461482009,-263.009033203,557.364840984
1658137044.824914217,0,-5,7,1658137040.524852276,1658137041.024715185,4,4,1,0.036276386,-17.141448021,28.332324505
1658137044.824914217,-1,-5,7,1658137040.524852276,1658137044.624745369,84,22,1,-3.529626210,-377.133250713,629.717215061
1658137044.824914217,-1,-3,5,1658137040.524852276,1658137040.524852276,1,1,1,-0.008641152,-2.230438709,5.426240444
1658137044.824914217,0,4,3,1658137040.524852276,1658137044.824914217,65,21,1,11.556052558,290.593739033,225.154884100
1658137044.824914217,0,4,1,1658137040.524852276,1658137044.624745369,49,20,1,10.196590981,216.236784935,78.436017036
1658137044.824914217,0,-4,7,1658137040.524852276,1658137041.124927521,6,4,1,0.026931038,-20.578227997,43.378186703
1658137044.824914217,-2,-6,3,1658137040.524852276,1658137044.224855900,2,2,1,-2.081079006,-11.163343906,6.494318962
1658137044.824914217,0,-10,2,1658137040.524852276,1658137040.524852276,1,1,1,0.006477501,-9.052007675,2.127943754
1658137044.824914217,0,4,-2,1658137040.524852276,1658137044.824914217,128,33,1,39.839428760,572.867191792,-188.329107285
1658137044.824914217,-1,-6,7,1658137040.524852276,1658137044.524908304,75,20,1,-6.871309642,-414.633606434,561.163557529
1658137044.824914217,-1,-10,0,1658137040.524852276,1658137044.424809933,66,24,1,-2.124527446,-630.494635582,38.078334859
1658137044.824914217,-3,-8,-2,1658137040.524852276,1658137040.624824524,3,2,1,-6.337414026,-21.258922577,-5.464558363
1658137044.824914217,0,-11,-2,1658137040.524852276,1658137044.424809933,65,27,1,3.135610413,-675.400359154,-104.028026581
1658137044.824914217,0,3,2,1658137040.524852276,1658137044.824914217,80,22,1,14.962277208,281.471462250,199.165495396
1658137044.824914217,0,-11,-3,1658137040.524852276,1658137044.824914217,98,39,1,6.175085286,-1024.369781494,-252.181914806
1658137044.824914217,-3,-8,-5,1658137040.524852276,1658137041.624929428,11,6,1,-27.965364695,-82.256782532,-45.845929146
1658137044.824914217,0,0,-8,1658137040.524852276,1658137044.624745369,76,21,1,31.368610114,35.526021921,-569.511093140
1658137044.824914217,0,-11,0,1658137040.524852276,1658137040.624824524,3,2,1,0.025610572,-30.238251686,0.897530869
1658137044.824914217,0,4,2,1658137040.524852276,1658137044.624745369,80,21,1,17.692493595,359.901840210,198.323290586
1658137044.824914217,0,-5,-9,1658137040.524852276,1658137044.124754429,46,13,1,15.771319035,-207.964515686,-392.302337646
1658137044.824914217,-1,-3,7,1658137040.624824524,1658137044.624745369,47,18,1,-1.019974972,-118.487379074,349.748790741
1658137044.824914217,-1,-9,5,1658137040.624824524,1658137044.824914217,66,16,1,-17.359335843,-564.366922379,362.586415768
1658137044.824914217,-1,4,0,1658137040.624824524,1658137044.624745369,39,18,1,-8.192806821,173.955081463,28.636641979
1658137044.824914217,-1,-9,4,1658137040.624824524,1658137044.824914217,61,16,1,-5.104143774,-515.589075089,275.165621758
1658137044.824914217,-1,-2,5,1658137040.624824524,1658137043.824754000,6,4,1,-0.031282382,-7.948595047,33.303889751
1658137044.824914217,-1,0,7,1658137040.624824524,1658137044.724828005,72,21,1,-3.640107840,37.392658465,541.018284321
1658137044.824914217,-2,3,-2,1658137040.624824524,1658137042.124760151,3,3,1,-3.188471794,9.715233088,-5.351383924
1658137044.824914217,-1,-11,-1,1658137040.624824524,1658137044.424809933,59,14,1,-5.036229231,-620.066579819,-28.205641130
