run_id,frame_count,total_frame_ms_mean,total_frame_ms_p50,total_frame_ms_p95,total_frame_ms_p99,total_frame_ms_max
performance_01,13334,13.906759296461976,14.250872000000001,17.80821039964999,21.27224942067,78.656903999
performance_02,13334,14.070205707746139,14.431093,18.090666249999998,21.336723010670003,73.714986
performance_03,13334,14.106295182543947,14.526749000999999,17.990976150349997,21.00953257,74.521335
