timestamp,frame_index,input_points,observed_voxels,new_voxels,reobserved_voxels,total_tracked_voxels,elapsed_ms
1658137046.224743366,77,2501,761,4,757,1390,0.108523
1658137046.324901819,78,2100,668,0,668,1390,0.090033
1658137046.424740314,79,1368,464,1,463,1391,0.063487
1658137046.524826288,80,1394,477,0,477,1391,0.062931
1658137046.624917030,81,2039,638,0,638,1391,0.083386
1658137046.724752903,82,1500,491,2,489,1393,0.070362
1658137046.824845552,83,1502,509,4,505,1397,0.066743
1658137046.924805880,84,2425,748,1,747,1398,0.093008
1658137047.024887323,85,1892,597,0,597,1398,0.075784
1658137047.124741316,86,2114,680,0,680,1398,0.085861
1658137047.224823236,87,1308,433,0,433,1398,0.059262
1658137047.324852467,88,1762,575,0,575,1398,0.074375
1658137047.424826384,89,1706,565,2,563,1400,0.072281
1658137047.524920464,90,1166,404,1,403,1401,0.059226
1658137047.624768496,91,1781,591,0,591,1401,0.079416
1658137047.724868298,92,2321,740,2,738,1403,0.089001
1658137047.824702024,93,1855,606,5,601,1408,0.097146
1658137047.924908876,94,2390,729,4,725,1412,0.099062
1658137048.024775028,95,2453,758,2,756,1414,0.107476
1658137048.124862194,96,2075,658,4,654,1418,0.084821
1658137048.224830151,97,1890,599,4,595,1422,0.093700
1658137048.324729681,98,1130,391,7,384,1429,0.074472
1658137048.424820662,99,1750,568,3,565,1432,0.084802
1658137048.524917364,100,926,336,0,336,1432,0.052736
1658137048.624762058,101,1703,566,4,562,1436,0.077578
1658137048.724851370,102,2147,659,1,658,1437,0.087128
1658137048.824818611,103,2380,755,2,753,1439,0.092711
1658137048.924902916,104,2425,751,3,748,1442,0.104459
1658137049.024749041,105,1845,600,1,599,1443,0.083653
1658137049.124849081,106,2520,784,3,781,1446,0.106826
1658137049.224814177,107,1841,603,0,603,1446,0.079763
1658137049.324838400,108,1747,568,0,568,1446,0.076219
1658137049.424927711,109,2313,721,0,721,1446,0.094628
1658137049.524772406,110,2542,793,0,793,1446,0.102014
1658137049.624854803,111,1605,541,0,541,1446,0.074290
1658137049.724809885,112,2821,851,2,849,1448,0.103906
1658137049.824880838,113,2221,696,2,694,1450,0.098687
1658137049.924723387,114,1828,609,1,608,1451,0.088148
1658137050.024925232,115,2129,682,1,681,1452,0.100773
1658137050.124774218,116,2845,869,2,867,1454,0.111153
1658137050.224860668,117,1437,492,0,492,1454,0.066534
1658137050.324713469,118,2492,764,2,762,1456,0.099814
1658137050.424923897,119,1659,561,0,561,1456,0.082760
1658137050.524768591,120,1150,404,1,403,1457,0.069067
1658137050.624852180,121,888,326,0,326,1457,0.053002
1658137050.724802017,122,2103,657,0,657,1457,0.086206
1658137050.824887276,123,1310,445,0,445,1457,0.071363
1658137050.924723625,124,1964,639,3,636,1460,0.087697
1658137051.024813890,125,1202,405,1,404,1461,0.060464
1658137051.124901772,126,1125,401,0,401,1461,0.072453
1658137051.224734068,127,2004,647,0,647,1461,0.090979
1658137051.324870586,128,1548,531,0,531,1461,0.075372
1658137051.424714804,129,2476,746,0,746,1461,0.108606
1658137051.524930954,130,2506,763,0,763,1461,0.102404
1658137051.624763727,131,1591,537,1,536,1462,0.090669
1658137051.724847555,132,1782,570,1,569,1463,0.077566
1658137051.824814320,133,1576,522,0,522,1463,0.077992
1658137051.924902678,134,2316,718,0,718,1463,0.098410
1658137052.024753571,135,1559,525,0,525,1463,0.078888
1658137052.124845743,136,991,370,1,369,1464,0.059909
1658137052.224801302,137,1991,654,1,653,1465,0.218298
1658137052.324819088,138,2022,650,2,648,1467,0.098991
1658137052.424905539,139,2070,657,0,657,1467,0.092431
1658137052.524747610,140,1671,562,1,561,1468,0.093604
1658137052.624815702,141,1030,354,1,353,1469,0.062780
1658137052.724907875,142,1756,569,0,569,1469,0.077978
1658137052.824737072,143,1317,444,0,444,1469,0.075171
1658137052.924828529,144,1562,517,0,517,1469,0.073952
1658137053.024919033,145,2010,636,0,636,1469,0.218711
1658137053.124773026,146,1087,381,0,381,1469,0.061623
1658137053.224861145,147,1108,380,0,380,1469,0.065112
1658137053.324820518,148,1752,576,0,576,1469,0.101243
1658137053.424914360,149,1969,628,3,625,1472,0.092009
1658137053.524769068,150,1292,447,8,439,1480,0.065612
1658137053.624865532,151,2059,638,4,634,1484,0.092898
1658137053.724712849,152,2391,717,2,715,1486,0.101739
1658137053.824924469,153,1196,410,0,410,1486,0.071929
1658137053.924747467,154,1159,387,1,386,1487,0.067882
1658137054.024848700,155,2192,684,2,682,1489,0.113635
1658137054.124700069,156,2313,737,1,736,1490,0.102452
1658137054.224913836,157,2405,749,0,749,1490,0.093376
1658137054.324745655,158,885,327,0,327,1490,0.065813
1658137054.424837351,159,1234,424,2,422,1492,0.067068
1658137054.524818897,160,1678,555,2,553,1494,0.080095
1658137054.624910116,161,1129,408,5,403,1499,0.072307
1658137054.724743366,162,2509,797,1,796,1500,0.112112
1658137054.824832201,163,2116,693,16,677,1516,0.101703
1658137054.924925089,164,2425,762,17,745,1533,0.102812
1658137055.024769068,165,1531,530,22,508,1555,0.091466
1658137055.124868631,166,2061,667,32,635,1587,0.097035
1658137055.224709272,167,2611,848,28,820,1615,0.111965
1658137055.324908972,168,2271,754,26,728,1641,0.102861
1658137055.424731731,169,2568,833,24,809,1665,0.104946
1658137055.524831057,170,2408,807,31,776,1696,0.111782
1658137055.624917030,171,2794,905,39,866,1735,0.123433
1658137055.724752426,172,2348,825,34,791,1769,0.112109
1658137055.824841022,173,2036,743,44,699,1813,0.105351
1658137055.924920559,174,2451,890,61,829,1874,0.116343
1658137056.024767399,175,2448,894,85,809,1959,0.123341
1658137056.124871016,176,2325,863,64,799,2023,0.121048
1658137056.224819183,177,2515,916,58,858,2081,0.122318
1658137056.324915886,178,2372,900,46,854,2127,0.402601
1658137056.424752951,179,3038,1084,57,1027,2184,0.127070
1658137056.524831533,180,3452,1203,62,1141,2246,0.152504
1658137056.624923468,181,2580,986,55,931,2301,0.123316
1658137056.724765301,182,2943,1094,72,1022,2373,0.136911
1658137056.824853420,183,2904,1097,39,1058,2412,0.133196
1658137056.924820900,184,2958,1153,56,1097,2468,0.130210
1658137057.024913311,185,3231,1229,63,1166,2531,0.145963
1658137057.124753952,186,3078,1196,75,1121,2606,0.140563
1658137057.224855661,187,2852,1141,58,1083,2664,0.133732
1658137057.324819803,188,2475,1033,58,975,2722,0.149687
1658137057.424906731,189,3048,1223,60,1163,2782,0.148380
1658137057.524746656,190,3777,1420,67,1353,2849,0.162649
1658137057.624840736,191,3294,1278,57,1221,2906,0.155172
1658137057.724925280,192,3010,1269,67,1202,2973,0.194077
1658137057.824762821,193,2888,1250,76,1174,3049,0.151226
1658137057.924852371,194,3661,1443,58,1385,3107,0.178567
1658137058.024819851,195,3481,1452,84,1368,3191,0.167269
1658137058.124909401,196,3923,1589,91,1498,3282,0.188761
1658137058.224747658,197,3133,1360,176,1184,3458,0.171379
1658137058.324818611,198,3094,1420,208,1212,3666,0.167788
1658137058.424897909,199,4121,1774,191,1583,3857,0.202526
1658137058.524742842,200,3739,1721,140,1581,3997,0.204043
1658137058.624822378,201,3552,1607,72,1535,4069,0.169554
1658137058.724912405,202,3909,1687,70,1617,4139,0.187802
1658137058.824750423,203,4223,1755,35,1720,4174,0.189870
1658137058.924854755,204,3885,1681,34,1647,4208,0.201748
1658137059.024829149,205,3328,1511,26,1485,4234,0.174409
1658137059.124907494,206,3841,1655,31,1624,4265,0.189643
1658137059.224739790,207,2852,1348,22,1326,4287,0.151610
1658137059.324834585,208,2933,1370,28,1342,4315,0.147507
1658137059.424921751,209,3538,1561,33,1528,4348,0.193446
1658137059.524773836,210,3044,1405,10,1395,4358,0.152093
1658137059.624879360,211,3482,1495,15,1480,4373,0.187372
1658137059.724719048,212,3857,1631,40,1591,4413,0.184917
1658137059.824823141,213,4035,1702,22,1680,4435,0.189372
1658137059.924920797,214,2966,1284,16,1268,4451,0.154469
1658137060.024753809,215,4297,1747,35,1712,4486,0.195354
1658137060.124844074,216,3803,1635,37,1598,4523,0.187067
1658137060.224811554,217,3419,1494,11,1483,4534,0.223043
1658137060.324868441,218,3953,1655,9,1646,4543,0.185374
1658137060.424717665,219,3489,1531,3,1528,4546,0.223876
1658137060.524796963,220,4201,1715,18,1697,4564,0.194677
1658137060.624887228,221,3882,1622,8,1614,4572,0.199814
1658137060.724725485,222,3900,1714,7,1707,4579,0.186112
1658137060.824807882,223,4217,1739,10,1729,4589,0.199873
1658137060.924912453,224,3240,1465,8,1457,4597,0.178041
1658137061.024758816,225,3221,1470,9,1461,4606,0.188551
1658137061.124855757,226,3956,1682,18,1664,4624,0.246170
1658137061.224816799,227,4416,1860,13,1847,4637,0.204213
1658137061.324893713,228,4835,1945,11,1934,4648,0.209010
1658137061.424739838,229,4466,1839,6,1833,4654,0.209823
1658137061.524831533,230,3671,1614,7,1607,4661,0.186261
1658137061.624917984,231,3551,1585,10,1575,4671,0.176268
1658137061.724760056,232,3236,1457,2,1455,4673,0.165233
1658137061.824866772,233,3598,1557,9,1548,4682,0.173909
1658137061.924732924,234,3084,1438,5,1433,4687,0.152260
1658137062.024819374,235,2476,1227,5,1222,4692,0.282625
1658137062.124917746,236,3662,1568,4,1564,4696,0.176743
1658137062.224748850,237,4284,1768,15,1753,4711,0.195918
1658137062.324859619,238,4405,1777,5,1772,4716,0.203422
1658137062.424827337,239,4146,1720,3,1717,4719,0.190697
1658137062.524910927,240,3022,1372,9,1363,4728,0.159772
1658137062.624742031,241,4396,1794,7,1787,4735,0.196212
1658137062.724824429,242,3194,1422,6,1416,4741,0.157478
1658137062.824910402,243,3787,1576,2,1574,4743,0.181777
1658137062.924767256,244,3279,1483,2,1481,4745,0.169356
1658137063.024855852,245,2310,1159,2,1157,4747,0.149666
1658137063.124813318,246,2969,1391,11,1380,4758,0.159026
1658137063.224892139,247,4320,1753,3,1750,4761,0.197408
1658137063.324811459,248,3363,1453,8,1445,4769,0.178996
1658137063.424893618,249,3794,1605,3,1602,4772,0.293409
1658137063.524723530,250,3881,1634,2,1632,4774,0.184616
1658137063.624817848,251,4851,1923,0,1923,4774,0.203949
1658137063.724911928,252,4685,1898,4,1894,4778,0.210847
1658137063.824761868,253,3882,1656,1,1655,4779,0.203326
1658137063.924862146,254,3685,1616,3,1613,4782,0.188105
1658137064.024714470,255,3855,1675,7,1668,4789,0.185782
1658137064.124918461,256,4256,1730,1,1729,4790,0.196943
1658137064.224746466,257,3703,1557,1,1556,4791,0.180908
1658137064.324879885,258,3690,1587,0,1587,4791,0.188888
1658137064.424725771,259,3073,1400,3,1397,4794,0.171552
1658137064.524806261,260,3476,1514,2,1512,4796,0.188505
1658137064.624886990,261,4015,1673,1,1672,4797,0.193884
1658137064.724721432,262,4105,1720,3,1717,4800,0.238128
1658137064.824811220,263,3658,1564,3,1561,4803,0.187620
1658137064.924901485,264,3268,1464,0,1464,4803,0.172905
1658137065.024745226,265,3737,1579,1,1578,4804,0.190652
1658137065.124840736,266,3367,1502,1,1501,4805,0.176343
1658137065.224938393,267,3655,1585,3,1582,4808,0.199531
1658137065.324915648,268,3769,1609,0,1609,4808,0.215258
1658137065.424759150,269,3540,1587,2,1585,4810,0.189699
1658137065.524856091,270,3955,1683,4,1679,4814,0.236408
1658137065.624709129,271,3832,1601,2,1599,4816,0.201088
1658137065.724806309,272,4025,1723,0,1723,4816,0.223953
1658137065.824901342,273,4985,1934,2,1932,4818,0.288493
1658137065.924726725,274,4634,1908,3,1905,4821,0.229128
1658137066.024820566,275,3097,1405,2,1403,4823,0.169090
1658137066.124922991,276,3475,1528,3,1525,4826,0.189421
1658137066.224759579,277,3623,1610,2,1608,4828,0.197513
1658137066.324908733,278,3544,1566,2,1564,4830,0.188797
1658137066.424746513,279,2824,1322,3,1319,4833,0.163151
1658137066.524848700,280,3508,1544,2,1542,4835,0.212342
1658137066.624821663,281,3583,1579,4,1575,4839,0.188673
1658137066.724913359,282,3699,1592,3,1589,4842,0.204963
1658137066.824770927,283,2811,1305,0,1305,4842,0.180103
1658137066.924856663,284,4068,1706,0,1706,4842,0.204080
1658137067.024813414,285,3399,1461,4,1457,4846,0.177695
1658137067.124904871,286,4289,1755,5,1750,4851,0.206711
1658137067.224748135,287,3578,1541,4,1537,4855,0.192280
1658137067.324879885,288,3461,1526,2,1524,4857,0.192497
1658137067.424710035,289,3848,1654,4,1650,4861,0.207537
1658137067.524814367,290,3576,1592,2,1590,4863,0.209268
1658137067.624906778,291,4029,1689,2,1687,4865,0.219266
1658137067.724751711,292,3825,1617,5,1612,4870,0.208892
1658137067.824855089,293,3444,1496,4,1492,4874,0.196057
1658137067.924820423,294,3147,1428,1,1427,4875,0.226120
1658137068.024923325,295,3380,1477,5,1472,4880,0.200404
1658137068.124764681,296,3244,1462,3,1459,4883,0.231375
1658137068.224862576,297,3704,1600,2,1598,4885,0.199837
1658137068.324897051,298,4157,1726,2,1724,4887,0.454650
1658137068.424742699,299,3748,1611,1,1610,4888,0.202857
1658137068.524836779,300,3941,1704,3,1701,4891,0.222031
1658137068.624927521,301,4074,1727,0,1727,4891,0.238639
1658137068.724768400,302,3853,1663,1,1662,4892,0.235576
1658137068.824859619,303,3214,1454,0,1454,4892,0.183571
1658137068.924817562,304,3611,1546,1,1545,4893,0.197680
1658137069.024899244,305,3860,1706,2,1704,4895,0.213313
1658137069.124737978,306,3385,1505,1,1504,4896,0.192157
1658137069.224836349,307,3601,1582,0,1582,4896,0.192968
1658137069.324825287,308,3473,1481,1,1480,4897,0.184585
1658137069.424926519,309,4283,1793,0,1793,4897,0.218735
1658137069.524762154,310,4080,1754,1,1753,4898,0.215308
1658137069.624831438,311,3146,1406,3,1403,4901,0.177008
1658137069.724925756,312,3761,1630,1,1629,4902,0.196341
1658137069.824770927,313,4221,1747,1,1746,4903,0.218940
1658137069.924851179,314,4114,1734,2,1732,4905,0.220528
1658137070.024931669,315,3905,1659,0,1659,4905,0.199825
1658137070.124789953,316,3373,1494,0,1494,4905,0.185800
1658137070.224873066,317,4244,1766,2,1764,4907,0.213936
1658137070.324820518,318,4078,1738,1,1737,4908,0.235812
1658137070.424909115,319,3717,1621,1,1620,4909,0.193633
1658137070.524751902,320,3386,1511,0,1511,4909,0.188767
1658137070.624844313,321,2805,1309,0,1309,4909,0.164963
1658137070.724927425,322,4117,1710,1,1709,4910,0.208716
1658137070.824764967,323,4031,1650,1,1649,4911,0.219227
1658137070.924855471,324,3888,1696,0,1696,4911,0.225150
1658137071.024806261,325,3155,1399,0,1399,4911,0.172414
1658137071.124889612,326,3618,1542,2,1540,4913,0.188048
1658137071.224732399,327,3572,1555,0,1555,4913,0.196119
1658137071.324868679,328,3243,1411,1,1410,4914,0.174286
1658137071.424714088,329,3755,1640,1,1639,4915,0.202637
1658137071.524803400,330,3745,1588,0,1588,4915,0.201101
1658137071.624900341,331,3858,1622,1,1621,4916,0.212558
1658137071.724744797,332,3361,1427,0,1427,4916,0.183192
1658137071.824838400,333,4047,1703,0,1703,4916,0.206238
1658137071.924928427,334,4152,1706,3,1703,4919,0.210610
1658137072.024756908,335,3398,1516,1,1515,4920,0.183391
1658137072.124855518,336,3376,1520,1,1519,4921,0.185099
1658137072.224715233,337,3390,1507,3,1504,4924,0.185836
1658137072.324717522,338,3216,1445,2,1443,4926,0.180960
1658137072.424810171,339,3340,1434,0,1434,4926,0.179921
1658137072.524909258,340,3778,1627,0,1627,4926,0.225298
1658137072.624742031,341,3996,1666,1,1665,4927,0.202590
1658137072.724823236,342,3659,1600,0,1600,4927,0.204016
1658137072.824915648,343,3691,1596,2,1594,4929,0.199771
1658137072.924747467,344,3953,1691,5,1686,4934,0.215998
1658137073.024852514,345,3708,1576,0,1576,4934,0.202392
1658137073.124809742,346,3053,1414,2,1412,4936,0.185876
1658137073.224896193,347,3935,1676,3,1673,4939,0.216941
1658137073.324827194,348,2615,1274,2,1272,4941,0.168558
1658137073.424917459,349,3305,1486,2,1484,4943,0.183638
1658137073.524765968,350,2982,1362,0,1362,4943,0.178327
1658137073.624850035,351,4333,1757,1,1756,4944,0.202603
1658137073.724819660,352,3354,1487,0,1487,4944,0.184658
1658137073.824895382,353,3790,1640,3,1637,4947,0.200790
1658137073.924736738,354,3479,1494,3,1491,4950,0.202553
1658137074.024819613,355,3663,1619,2,1617,4952,0.195889
1658137074.124906778,356,3883,1678,2,1676,4954,0.217426
1658137074.224747419,357,4011,1735,0,1735,4954,0.219611
1658137074.324881077,358,3501,1531,1,1530,4955,0.191664
1658137074.424724579,359,3826,1601,1,1600,4956,0.206953
1658137074.524814844,360,3249,1419,1,1418,4957,0.203279
1658137074.624903679,361,3237,1410,2,1408,4959,0.183856
1658137074.724736214,362,4030,1649,3,1646,4962,0.202564
1658137074.824935913,363,3409,1481,5,1476,4967,0.191093
1658137074.924767733,364,3479,1485,7,1478,4974,0.186650
1658137075.024861097,365,3705,1563,21,1542,4995,0.202961
1658137075.124724388,366,4404,1772,21,1751,5016,0.209414
1658137075.224820375,367,3716,1587,17,1570,5033,0.207052
1658137075.324909925,368,4004,1645,18,1627,5051,0.203930
1658137075.424756289,369,4101,1719,22,1697,5073,0.208261
1658137075.524840355,370,4745,1906,24,1882,5097,0.217157
1658137075.624810219,371,4264,1723,23,1700,5120,0.216041
1658137075.724896193,372,4107,1741,36,1705,5156,0.212738
1658137075.824759483,373,4066,1716,21,1695,5177,0.208708
1658137075.924853563,374,3155,1458,12,1446,5189,0.186597
1658137076.024821758,375,3493,1575,14,1561,5203,0.200523
1658137076.124909163,376,3694,1697,29,1668,5232,0.217642
1658137076.224745512,377,4463,1902,29,1873,5261,0.232973
1658137076.324845076,378,3937,1760,30,1730,5291,0.228995
1658137076.424820185,379,3617,1740,37,1703,5328,0.216628
1658137076.524913311,380,3667,1746,42,1704,5370,0.214351
1658137076.624750376,381,4326,1983,42,1941,5412,0.231716
1658137076.724843740,382,4701,2117,58,2059,5470,0.269146
1658137076.824931145,383,5109,2295,70,2225,5540,0.400802
1658137076.924777746,384,4626,2122,85,2037,5625,0.263751
1658137077.024857521,385,4536,2114,76,2038,5701,0.252963
1658137077.124813795,386,4310,2020,74,1946,5775,0.237356
1658137077.224892139,387,3595,1788,58,1730,5833,0.215819
1658137077.324913502,388,5922,2547,97,2450,5930,0.350391
1658137077.424747705,389,4733,2177,79,2098,6009,0.339711
1658137077.524838209,390,3487,1801,79,1722,6088,0.227564
1658137077.624918699,391,4188,2079,92,1987,6180,0.239831
1658137077.724752903,392,3935,2001,63,1938,6243,0.239258
1658137077.824851513,393,4726,2239,108,2131,6351,0.287269
1658137077.924811363,394,4257,2099,92,2007,6443,0.249474
1658137078.024876118,395,4758,2317,131,2186,6574,0.377669
1658137078.124736786,396,4799,2319,104,2215,6678,0.297230
1658137078.224831581,397,4471,2221,87,2134,6765,0.526364
1658137078.324882507,398,4470,2314,104,2210,6869,0.369714
1658137078.424730301,399,4649,2375,111,2264,6980,0.340264
1658137078.524822712,400,4959,2406,90,2316,7070,0.293112
1658137078.624900341,401,6155,2931,106,2825,7176,0.383559
1658137078.724735260,402,5550,2695,99,2596,7275,0.315088
1658137078.824827194,403,4854,2513,97,2416,7372,0.482891
1658137078.924912214,404,3975,2211,125,2086,7497,0.283887
1658137079.024743319,405,4511,2379,117,2262,7614,0.407142
1658137079.124834061,406,4427,2351,105,2246,7719,0.284405
1658137079.224809885,407,4473,2392,136,2256,7855,0.293172
1658137079.324869394,408,5040,2598,126,2472,7981,0.328443
1658137079.424824238,409,5137,2699,98,2601,8079,0.345371
1658137079.524906635,410,4093,2341,90,2251,8169,0.286275
1658137079.624745131,411,6281,3154,142,3012,8311,0.478777
1658137079.724845409,412,5966,3020,105,2915,8416,0.391869
1658137079.824822187,413,5126,2738,152,2586,8568,0.314898
1658137079.924921036,414,5780,2972,155,2817,8723,0.371820
1658137080.024763823,415,5306,2851,130,2721,8853,0.355830
1658137080.124858618,416,5122,2823,127,2696,8980,0.369570
1658137080.224817514,417,4735,2670,111,2559,9091,0.310797
1658137080.324759007,418,6378,3268,119,3149,9210,0.433342
1658137080.424849749,419,5211,2771,110,2661,9320,0.354672
1658137080.524818420,420,5079,2834,127,2707,9447,0.357992
1658137080.624908209,421,4986,2887,153,2734,9600,0.496921
1658137080.724747419,422,6097,3296,133,3163,9733,0.383590
1658137080.824847221,423,5558,2969,105,2864,9838,0.387991
1658137080.924810410,424,5227,2922,134,2788,9972,0.419076
1658137081.024899244,425,5183,2864,123,2741,10095,0.594538
1658137081.124731541,426,5401,2977,105,2872,10200,0.403198
1658137081.224839687,427,6326,3318,160,3158,10360,0.390476
1658137081.324909210,428,6137,3259,132,3127,10492,0.386791
1658137081.424733877,429,5290,3127,149,2978,10641,0.387239
1658137081.524811745,430,6139,3488,167,3321,10808,0.424424
1658137081.624908447,431,6352,3389,142,3247,10950,0.484034
1658137081.724735260,432,4972,2948,123,2825,11073,0.845356
1658137081.824832678,433,5025,3054,130,2924,11203,0.353125
1658137081.924919367,434,6234,3575,176,3399,11379,0.569587
1658137082.024763584,435,5916,3346,156,3190,11535,0.435906
1658137082.124833584,436,6199,3501,130,3371,11665,0.419320
1658137082.224925041,437,5602,3194,130,3064,11795,0.564996
1658137082.324779987,438,6034,3389,120,3269,11915,0.547827
1658137082.424867392,439,5833,3439,147,3292,12062,0.409084
1658137082.524712563,440,5300,3253,166,3087,12228,0.825682
1658137082.624928474,441,6294,3587,135,3452,12363,0.464873
1658137082.724761963,442,5550,3289,121,3168,12484,0.718979
1658137082.824846506,443,7021,3873,171,3702,12655,0.970268
1658137082.924818993,444,5295,3122,134,2988,12789,0.403523
1658137083.024910450,445,7022,3845,158,3687,12947,0.889158
1658137083.124746561,446,6124,3554,168,3386,13115,0.448913
1658137083.224844456,447,5563,3446,125,3321,13240,0.542156
1658137083.324917793,448,6126,3624,137,3487,13377,0.500957
1658137083.424769878,449,5685,3436,151,3285,13528,0.412796
1658137083.524865866,450,6201,3649,120,3529,13648,0.424465
1658137083.624713421,451,5561,3343,150,3193,13798,0.417221
1658137083.724925041,452,5822,3552,182,3370,13980,0.441045
1658137083.824763536,453,5916,3540,126,3414,14106,0.444126
1658137083.924876213,454,5913,3576,132,3444,14238,0.433635
1658137084.024830818,455,7411,4192,198,3994,14436,0.684177
1658137084.124914169,456,6084,3655,173,3482,14609,0.455852
1658137084.224746943,457,5977,3634,164,3470,14773,0.436862
1658137084.324932098,458,6416,3825,138,3687,14911,0.456351
1658137084.424779177,459,5733,3521,189,3332,15100,0.476013
1658137084.524882078,460,7072,4079,138,3941,15238,0.542685
1658137084.624730587,461,7276,4195,177,4018,15415,0.554587
1658137084.724822760,462,5407,3504,158,3346,15573,0.418365
1658137084.824913263,463,6450,3804,151,3653,15724,0.469975
1658137084.924752951,464,6796,4060,137,3923,15861,0.480857
1658137085.024825335,465,6081,3732,151,3581,16012,0.531421
1658137085.124908209,466,5538,3586,156,3430,16168,0.645209
1658137085.224742174,467,6450,3934,143,3791,16311,0.498982
1658137085.324807405,468,5937,3655,165,3490,16476,0.487664
1658137085.424886465,469,5734,3742,167,3575,16643,0.867001
1658137085.524713993,470,6216,3883,156,3727,16799,0.735271
1658137085.624926567,471,6817,4176,171,4005,16970,0.538271
1658137085.724763632,472,5579,3648,153,3495,17123,0.451132
1658137085.824854374,473,6197,3983,148,3835,17271,0.509061
1658137085.924812794,474,6182,3762,140,3622,17411,0.667039
1658137086.024916172,475,6503,3952,169,3783,17580,0.942714
1658137086.124765635,476,6870,4260,197,4063,17777,1.445408
1658137086.224844217,477,5283,3572,141,3431,17918,0.437699
1658137086.324811935,478,6707,4186,156,4030,18074,0.876351
