stamp_ns,position_difference_m,rotation_difference_deg
1658137082523938560,2.8171899166541934,5.029237304159167
1658137082624924416,2.81398936674141,5.097870071950518
1658137082724749056,2.8261976801959694,5.064614714264652
1658137082824817408,2.8357529559217247,5.037031014665341
1658137082924814848,2.8433073250277,5.0484019039711345
1658137083024090368,2.847431931564918,5.044555671062588
1658137083124563456,2.856989658226066,5.081776971973057
1658137083224840192,2.8608469874719002,5.030786686608802
1658137083324762880,2.868067742812576,5.04722032925573
1658137083424223744,2.8869882627648473,5.04639202988445
1658137083524799232,2.896117545443973,4.995886301737115
1658137083624709376,2.899912378450955,5.046446080658773
1658137083724862464,2.902487732712801,5.0448181385298
1658137083824115200,2.9013634929733434,5.0215136334421056
1658137083924872448,2.9060238785352315,5.06056048244801
1658137084024801280,2.9211886241776592,5.046139960254603
1658137084124876800,2.923633206782257,5.054721120182688
1658137084224697088,2.938830770984543,5.027608214461984
1658137084324919552,2.9422625108843956,5.027669799616039
1658137084424775168,2.9458102723182322,5.005682327713743
1658137084524878080,2.9503088834539852,5.014576954316652
1658137084624726016,2.9653778381024725,5.037755337402193
