stamp_ns,position_difference_m,rotation_difference_deg
1658137038724836864,0.3281824332075917,8.812811480920606
1658137038824924928,0.38807736598473813,5.327560643597723
1658137038924756992,0.41210902427643487,5.7858571778677845
1658137039024841216,0.483993939548307,4.854630139499971
1658137039123235328,0.5068730783454876,5.507496428888362
1658137039224891392,0.6948593715799234,12.901194644306278
1658137039324852480,0.7530192852487442,16.215393817169872
1658137039423654144,0.8732076476801667,16.464411118848588
1658137039523622144,0.9802255709219395,16.451852509970802
1658137039623707904,0.9684815766970417,17.327084065515102
1658137039721754880,0.7988437317014938,17.16733217776635
1658137039824905984,0.7963583406275562,16.777244726639186
1658137039924747776,0.8474965579172551,15.479199807021383
1658137040023597056,0.8308492706504919,16.123006751113767
1658137040087601920,0.9319407579732751,14.9286763973167
1658137040208980224,1.0094855466576578,16.250806866257598
1658137040308223232,1.064796503644743,16.184762451218475
1658137040407313664,1.0433975887017288,16.169404943873815
1658137040524847872,1.063451600223565,14.5673007292617
1658137040604856576,1.0821136598673653,14.101207616927132
1658137040724925696,1.1264735678509898,15.866343519048323
1658137040824520448,1.1014896700109533,14.479448716698974
1658137040924237056,1.1565859602348894,16.60454085435912
1658137041024710656,1.19539783220127,15.524409852296975
1658137041121891328,1.1988164682988836,16.055026844748248
1658137041220607744,1.2201220085669515,15.350884055696648
1658137041319080960,1.319888948677607,17.19189370249433
1658137041424754944,1.4374503715027604,18.913476190981502
1658137041524836864,1.5009976221981611,18.166099279894716
1658137041624143616,1.5154499758368087,17.960826286905256
1658137041707557376,1.5196776926318054,18.487896876741594
1658137041806424064,1.54714965752574,18.73121950239937
1658137041905147904,1.5286051728196424,18.14563129887968
1658137042024931072,1.5289261140191108,17.913149546230102
1658137042124755968,1.5077527071581676,17.804833079712335
1658137042224333568,1.5210855760131479,17.588700869203187
1658137042324898816,1.5214916355948178,17.67165688114117
1658137042421822208,1.4967827755289762,17.466188063127426
1658137042520474368,1.491835088972296,17.290532331820128
1658137042619148544,1.4656051004348778,17.723521075409526
1658137042717639936,1.468578182319095,17.825290251098544
1658137042819605504,1.463704266771502,18.027348781523173
1658137042918654464,1.4682570493148566,17.766303616219968
1658137043024898816,1.4547371429108713,17.88290576464869
1658137043106370560,1.4314216284712047,18.790299021122273
1658137043221887488,1.4298482875695744,17.43535048300103
1658137043320371968,1.3858395556396041,17.533800094157098
1658137043424734720,1.3663300028362237,17.776115569211477
1658137043524337408,1.3101878011490016,18.002665395746416
1658137043622970368,1.2869100317441315,18.26136647458947
1658137043721617408,1.2739409772633894,18.088683100217818
1658137043824749824,1.2886038678787597,18.059405343865297
1658137043922389504,1.2817121567587588,18.290603935303903
1658137044021420544,1.275251688087736,18.272434129849064
1658137044109901568,1.2737996821215305,18.116055028815552
1658137044224851712,1.2708062196034542,18.178902395000566
1658137044324718592,1.2995691084112182,17.98463403833612
1658137044423091456,1.3210088378550147,18.038233561645576
1658137044524903936,1.31564202215685,18.13087775219973
1658137044624574976,1.330231327655406,18.196776238696522
1658137044724823552,1.3147515513281294,18.054515054084348
1658137044824068864,1.3043396126801456,18.433322766947864
1658137044922734080,1.2966462588162413,18.118780146545078
1658137045024417792,1.3031176501299737,17.854829631532688
1658137045123533568,1.3231281588424306,18.00273865593574
1658137045222629120,1.3210334652392204,18.20073185997971
1658137045311029248,1.3348555534404065,17.944784926483127
1658137045409812224,1.3453960379475316,18.23775671213598
1658137045524740608,1.3611651563793572,18.143680049479073
1658137045623981312,1.3643981105925826,18.1262625846372
1658137045722544640,1.3704502632493347,18.07444784551251
1658137045824763136,1.3682580589393298,18.13203598184237
1658137045924462848,1.361588406493382,18.134055067378544
1658137046024792064,1.3660522097332009,18.03946230175909
1658137046123720192,1.3622976675546814,18.05003553077981
1658137046222251008,1.3579933739283994,18.096948409314322
1658137046324897536,1.3412568018600926,18.216984306124125
1658137046424736000,1.343018105439665,18.095624572300167
1658137046524822016,1.3393660264385387,18.073393747571487
1658137046610840576,1.3415664213921419,18.16392024020883
1658137046720031232,1.3388508917986526,18.191304507759487
1658137046823377152,1.3390125132419937,18.20890780626162
1658137046924801792,1.3451136956931475,18.116348229474188
1658137047020654336,1.338203428890989,18.262560925128994
1658137047124716800,1.331863125214478,18.036950681597542
1658137047224818944,1.329774952696605,18.192661935955783
1658137047324848640,1.3380401479775916,18.063911032601464
1658137047423183104,1.3423533778136933,18.366688353759677
1658137047519497728,1.348928775162359,18.03912367779235
1658137047611092480,1.3473864093918642,18.19604595777892
1658137047712980224,1.3467750862095926,17.939592257823957
1658137047822214400,1.3435768452725876,18.12022964951061
1658137047924904704,1.3537529792259042,17.962444552353006
1658137048024770816,1.3565612097729685,18.059384115025733
1658137048124858368,1.3743617127631904,17.959506570066115
1658137048224825856,1.3715221170388923,18.076139633075474
1658137048324725504,1.3768354405963856,18.05497522334921
1658137048424816896,1.3699813347389864,18.184700680894615
1658137048524912896,1.3634936320575564,18.02189103698711
1658137048624362240,1.3661226745685724,17.96848080452981
1658137048722909696,1.3552506749620516,18.136226832737574
1658137048812169472,1.346604412956946,18.204180713790727
1658137048924898560,1.344284611652699,18.070178289631407
1658137049023313920,1.3370713174535842,18.053243922955694
1658137049124845312,1.3342622949065452,18.089454312233627
1658137049224743168,1.3297710486045584,18.04787818487065
1658137049324242432,1.354834398437927,17.938731716140786
1658137049422499072,1.3587389732785107,17.99778726122317
1658137049521611776,1.3636740189708834,17.98145878176524
1658137049620621824,1.3638998892022165,18.042724786027136
1658137049724568320,1.359781477263559,17.897951401151428
1658137049824876544,1.3697065281446001,17.941309518357734
1658137049923503616,1.362814140471813,17.98918132853844
1658137050024921344,1.3510249386661768,18.222568563048007
1658137050114824960,1.3489309986045857,18.04279583190743
1658137050224856064,1.3379113838532648,18.16131884595766
1658137050312484864,1.3417098442574318,18.080011159621584
1658137050418610176,1.3506440595244704,18.11797637278351
1658137050524764416,1.3552849094796666,18.081576969248218
1658137050623695616,1.3600791309649083,18.077359582369912
1658137050724797952,1.3563034711837971,18.32848575849148
1658137050821777408,1.340871109174927,18.141877901953446
1658137050920530432,1.3413762825875608,18.012350797417554
1658137051024065280,1.3471128071851375,18.06970595252597
1658137051122652416,1.342057285024237,18.19135835815626
1658137051213356800,1.3359454280673104,18.24432982673456
1658137051324866304,1.3341576590293645,18.11649668314521
1658137051414909184,1.3324637094298775,18.08438887387195
1658137051513578240,1.33172710279497,18.034421218726223
1658137051612234496,1.3352963283341182,17.97796985926431
1658137051724148480,1.3369478357182354,18.07996320568367
1658137051824801792,1.3393689309772696,18.145169364913883
1658137051924006656,1.3479010069338713,18.0409671171204
1658137052022959360,1.350881365728738,17.96002335190718
1658137052121655808,1.350509651836443,18.095563486635523
1658137052219693312,1.3498794152280513,17.936871824332083
1658137052323696128,1.3407882138703955,18.10093135890109
1658137052424901120,1.3447579168801949,18.01686688982395
1658137052517163008,1.3482328626964784,17.999226305475588
1658137052615911680,1.3477906512994131,17.97860785004529
1658137052714551552,1.335014998096298,18.090175227724448
1658137052813291264,1.3436244096117247,18.09937345885444
1658137052924824320,1.3408018517935245,18.06659540881157
