run_id,sensor_backlog_sec_max_raw,sensor_backlog_sec_max_valid_window,clock_lag_sec_max_raw,drain_time_sec,lidar_buffer_max,imu_buffer_max
performance_01,9.702122211456299,1.1000268459320068,9.969950914382935,3.0353753580002376,1,40
performance_02,9.702122211456299,0.2017807960510254,9.969504833221436,3.0345566690011765,1,40
performance_03,9.702122211456299,0.1999361515045166,9.974536180496216,3.0349429870002496,1,40
